,sequence,is_true,target,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training_sequence_loop.thisRepN,training_sequence_loop.thisTrialN,training_sequence_loop.thisN,training_sequence_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisN,sequence_loop.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_intro_text.started,training_intro_key.started,training_intro_key.keys,training_intro_key.rt,polygon.started,polygon.stopped,training_presentation_letter.started,training_presentation_letter.stopped,training_recall_letter.started,training_recall_key.started,training_recall_question.started,training_recall_answer.started,training_recall_key.keys,training_recall_key.rt,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_intro_text.stopped,training_intro_key.stopped,RSME_key.rt,training_presentation_movie.started,training_recall_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,presentation_letter.started,presentation_letter.stopped,recall_letter.started,recall_key.started,recall_question.started,recall_answer.started,recall_key.keys,recall_key.rt,block_intro_text.stopped,block_intro_key.stopped,presentation_movie.started,recall_movie.started,participant,session,date,expName,psychopyVersion,frameRate,Unnamed: 94
161,"['P', 'G', 'X', 'K', 'Q', 'H']",True,K,6.0,letter,6.0,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,23.0,,,,,,,,,,,,,0.0,155.0,155.0,155.0,,,,,,,,,,,,,,,,,2837.351359,2838.4048602,,,,,,,,,2839.0356256,2839.0356256,2839.0356256,2839.0356256,2839.0356256,2839.0356256,2839.0356256,2839.0356256,,,,,,,,,,,,,,2823.0112057,2823.0112057,,,2835.1429139,2837.351359,2838.4048602,2838.4048602,2838.4048602,2838.4048602,c,0.4476865000000316,2823.0112057,2823.0112057,,,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
162,"['J', 'X', 'D', 'K', 'H', 'R']",False,M,6.0,letter,6.0,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,23.0,,,,,,,,,,,,,0.0,156.0,156.0,156.0,,,,,,,,,,,,,,,,,2853.3633544,2854.4273749,,,,,,,,,2855.0513678,2855.0513678,2855.0513678,2855.0513678,2855.0513678,2855.0513678,2855.0513678,2855.0513678,,,,,,,,,,,,,,2839.0356256,2839.0356256,,,2851.1529152,2853.3633544,2854.4273749,2854.4273749,2854.4273749,2854.4273749,n,0.512923300000125,2839.0356256,2839.0356256,,,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
163,"['L', 'J', 'Z', 'V', 'K', 'T']",True,V,6.0,letter,6.0,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,23.0,,,,,,,,,,,,,0.0,157.0,157.0,157.0,,,,,,,,,,,,,,,,,2869.3676304,2870.4224768,,,,,,,,,2871.4451924,2871.4451924,2871.4451924,2871.4451924,2871.4451924,2871.4451924,2871.4451924,2871.4451924,,,,,,,,,,,,,,2855.0513678,2855.0513678,,,2867.3452837,2869.3676304,2870.4224768,2870.4224768,2870.4224768,2870.4224768,c,0.8781813000003922,2855.0513678,2855.0513678,,,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
164,"['Q', 'L', 'K', 'N', 'W', 'S']",False,G,6.0,letter,6.0,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,23.0,,,,,,,,,,,,,0.0,158.0,158.0,158.0,,,,,,,,,,,,,,,,,2885.9534475,2872.5095815,,,,,,,,,2888.4563001,2888.4563001,2888.4563001,2888.4563001,2888.4563001,2888.4563001,2888.4563001,2888.4563001,,,,,,,,,,,,,,2871.4451924,2871.4451924,,,2883.7381612,2885.9534475,2887.0257652,2887.0257652,2887.0257652,2887.0257652,n,1.225552000000221,2871.4451924,2871.4451924,,,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
165,"['K', 'G', 'N', 'D', 'S', 'F']",True,G,6.0,letter,6.0,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,23.0,,,,,,,,,,,,,0.0,159.0,159.0,159.0,,,,,,,,,,,,,,,,,2902.7862061,2889.5227529,,,,,,,,,2904.5159746,2913.0489876,2904.5159746,2913.0489876,2904.5159746,2913.0489876,2904.5159746,2913.0489876,48.20987654320988,8.205634700000246,space,,,8.479454600000167,,,,,,,,2888.4563001,2888.4563001,,,2900.5691856,2902.7862061,2903.8598929,2903.8598929,2903.8598929,2903.8598929,c,0.5200247999999874,2888.4563001,2888.4563001,,,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
166,"['L', 'T']",False,W,2.0,letter,6.0,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,23.0,,,,,,,,,,,,,0.0,160.0,160.0,160.0,,,,,,,,,,,,,,,,,2919.8393034,2920.9106752,,,,,,,,,2921.5400723,2921.5400723,2921.5400723,2921.5400723,2921.5400723,2921.5400723,2921.5400723,2921.5400723,,,,,,,,,,,,,,2913.0489876,2913.0489876,space,1.4109906000002184,2917.8254566,2919.8393034,2920.9106752,2920.9106752,2920.9106752,2920.9106752,n,0.5090406000002758,,,,,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
167,"['J', 'N']",False,S,2.0,letter,6.0,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,23.0,,,,,,,,,,,,,0.0,161.0,161.0,161.0,,,,,,,,,,,,,,,,,2926.910141,2927.971319,,,,,,,,,2928.5997686,2928.5997686,2928.5997686,2928.5997686,2928.5997686,2928.5997686,2928.5997686,2928.5997686,,,,,,,,,,,,,,2921.5400723,2921.5400723,,,2924.8930022,2926.910141,2927.971319,2927.971319,2927.971319,2927.971319,n,0.4891353000001572,2921.5400723,2921.5400723,,,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
168,"['W', 'T']",True,W,2.0,letter,6.0,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,23.0,,,,,,,,,,,,,0.0,162.0,162.0,162.0,,,,,,,,,,,,,,,,,2933.9658561,2935.0225012,,,,,,,,,2935.4450668,2935.4450668,2935.4450668,2935.4450668,2935.4450668,2935.4450668,2935.4450668,2935.4450668,,,,,,,,,,,,,,2928.5997686,2928.5997686,,,2931.9462112,2933.9658561,2935.0225012,2935.0225012,2935.0225012,2935.0225012,c,0.3482867999999826,2928.5997686,2928.5997686,,,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
169,"['K', 'C']",False,Z,2.0,letter,6.0,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,23.0,,,,,,,,,,,,,0.0,163.0,163.0,163.0,,,,,,,,,,,,,,,,,2940.8188216,2941.8715623,,,,,,,,,2942.4990427,2942.4990427,2942.4990427,2942.4990427,2942.4990427,2942.4990427,2942.4990427,2942.4990427,,,,,,,,,,,,,,2935.4450668,2935.4450668,,,2938.7929044,2940.8188216,2941.8715623,2941.8715623,2941.8715623,2941.8715623,n,0.4047544000003427,2935.4450668,2935.4450668,,,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
170,"['T', 'G']",True,G,2.0,letter,6.0,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,23.0,,,,,,,,,,,,,0.0,164.0,164.0,164.0,,,,,,,,,,,,,,,,,2948.059093,2949.1218082,,,,,,,,,2949.7461135,2949.7461135,2949.7461135,2949.7461135,2949.7461135,2949.7461135,2949.7461135,2949.7461135,,,,,,,,,,,,,,2942.4990427,2942.4990427,,,2945.8376431,2948.059093,2949.1218082,2949.1218082,2949.1218082,2949.1218082,c,0.5303002999997943,2942.4990427,2942.4990427,,,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
171,"['V', 'F']",False,J,2.0,letter,6.0,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,23.0,,,,,,,,,,,,,0.0,165.0,165.0,165.0,,,,,,,,,,,,,,,,,2955.3100301,2956.3714854,,,,,,,,,2956.9989141,2956.9989141,2956.9989141,2956.9989141,2956.9989141,2956.9989141,2956.9989141,2956.9989141,,,,,,,,,,,,,,2949.7461135,2949.7461135,,,2953.0876808,2955.3100301,2956.3714854,2956.3714854,2956.3714854,2956.3714854,n,0.4244483999999602,2949.7461135,2949.7461135,,,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
172,"['P', 'X']",True,X,2.0,letter,6.0,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,23.0,,,,,,,,,,,,,0.0,166.0,166.0,166.0,,,,,,,,,,,,,,,,,2962.3653024,2963.4321071,,,,,,,,,2963.8578547,2963.8578547,2963.8578547,2963.8578547,2963.8578547,2963.8578547,2963.8578547,2963.8578547,,,,,,,,,,,,,,2956.9989141,2956.9989141,,,2960.3465389,2962.3653024,2963.4321071,2963.4321071,2963.4321071,2963.4321071,c,0.3801302000000532,2956.9989141,2956.9989141,,,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
173,"['H', 'R']",False,Z,2.0,letter,6.0,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,23.0,,,,,,,,,,,,,0.0,167.0,167.0,167.0,,,,,,,,,,,,,,,,,2969.4193703,2964.9223261,,,,,,,,,2970.9180033,2970.9180033,2970.9180033,2970.9180033,2970.9180033,2970.9180033,2970.9180033,2970.9180033,,,,,,,,,,,,,,2963.8578547,2963.8578547,,,2967.2058033,2969.4193703,2970.4881584,2970.4881584,2970.4881584,2970.4881584,n,0.3722682999999733,2963.8578547,2963.8578547,,,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
174,"['C', 'M']",True,C,2.0,letter,6.0,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,23.0,,,,,,,,,,,,,0.0,168.0,168.0,168.0,,,,,,,,,,,,,,,,,2976.090188,2977.1557924,,,,,,,,,2977.782847,2977.782847,2977.782847,2977.782847,2977.782847,2977.782847,2977.782847,2977.782847,,,,,,,,,,,,,,2970.9180033,2970.9180033,,,2974.0728081,2976.090188,2977.1557924,2977.1557924,2977.1557924,2977.1557924,c,0.4405642000000398,2970.9180033,2970.9180033,,,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
175,"['C', 'M']",True,C,2.0,letter,6.0,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,23.0,,,,,,,,,,,,,0.0,169.0,169.0,169.0,,,,,,,,,,,,,,,,,2983.1516646,2984.2042634,,,,,,,,,2984.6574675,2990.0728326,2984.6574675,2990.0728326,2984.6574675,2990.0728326,2984.6574675,2990.0728326,5.92592592592592,2.7903701000000183,space,,,5.361772300000553,,,,,,,,2977.782847,2977.782847,,,2981.1309525,2983.1516646,2984.2042634,2984.2042634,2984.2042634,2984.2042634,c,0.3363229999998793,2977.782847,2977.782847,,,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
176,"['B', 'S', 'D', 'Q']",False,H,4.0,letter,6.0,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,23.0,,,,,,,,,,,,,0.0,170.0,170.0,170.0,,,,,,,,,,,,,,,,,3004.295092,3005.3570457,,,,,,,,,3005.9866867,3005.9866867,3005.9866867,3005.9866867,3005.9866867,3005.9866867,3005.9866867,3005.9866867,,,,,,,,,,,,,,2990.0728326,2990.0728326,space,4.867236500000104,3002.276236,3004.295092,3005.3570457,3005.3570457,3005.3570457,3005.3570457,n,0.4230366000005006,,,,,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
177,"['X', 'W', 'V', 'G']",False,K,4.0,letter,6.0,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,23.0,,,,,,,,,,,,,0.0,171.0,171.0,171.0,,,,,,,,,,,,,,,,,3015.5344433,3016.5890117,,,,,,,,,3017.0104355,3017.0104355,3017.0104355,3017.0104355,3017.0104355,3017.0104355,3017.0104355,3017.0104355,,,,,,,,,,,,,,3005.9866867,3005.9866867,,,3013.5118118,3015.5344433,3016.5890117,3016.5890117,3016.5890117,3016.5890117,n,0.3750550000003159,3005.9866867,3005.9866867,,,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
178,"['S', 'V', 'D', 'Z']",True,Z,4.0,letter,6.0,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,23.0,,,,,,,,,,,,,0.0,172.0,172.0,172.0,,,,,,,,,,,,,,,,,3026.3600883,3027.421907,,,,,,,,,3027.8468432,3027.8468432,3027.8468432,3027.8468432,3027.8468432,3027.8468432,3027.8468432,3027.8468432,,,,,,,,,,,,,,3017.0104355,3017.0104355,,,3024.3420599,3026.3600883,3027.421907,3027.421907,3027.421907,3027.421907,c,0.3346413000002712,3017.0104355,3017.0104355,,,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
179,"['Z', 'F', 'Q', 'N']",False,L,4.0,letter,6.0,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,23.0,,,,,,,,,,,,,0.0,173.0,173.0,173.0,,,,,,,,,,,,,,,,,3037.3818027,3038.4411294,,,,,,,,,3039.2713607,3039.2713607,3039.2713607,3039.2713607,3039.2713607,3039.2713607,3039.2713607,3039.2713607,,,,,,,,,,,,,,3027.8468432,3027.8468432,,,3035.3607276,3037.3818027,3038.4411294,3038.4411294,3038.4411294,3038.4411294,n,0.6255409000003738,3027.8468432,3027.8468432,,,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
180,"['S', 'L', 'T', 'Z']",False,G,4.0,letter,6.0,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,23.0,,,,,,,,,,,,,0.0,174.0,174.0,174.0,,,,,,,,,,,,,,,,,3049.0269075,3050.0883175,,,,,,,,,3050.7104864,3050.7104864,3050.7104864,3050.7104864,3050.7104864,3050.7104864,3050.7104864,3050.7104864,,,,,,,,,,,,,,3039.2713607,3039.2713607,,,3047.018775,3049.0269075,3050.0883175,3050.0883175,3050.0883175,3050.0883175,n,0.4500990999998748,3039.2713607,3039.2713607,,,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
181,"['N', 'H', 'Z', 'P']",True,P,4.0,letter,6.0,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,23.0,,,,,,,,,,,,,0.0,175.0,175.0,175.0,,,,,,,,,,,,,,,,,3060.2406234,3061.3057558,,,,,,,,,3061.9318665,3061.9318665,3061.9318665,3061.9318665,3061.9318665,3061.9318665,3061.9318665,3061.9318665,,,,,,,,,,,,,,3050.7104864,3050.7104864,,,3058.2287788,3060.2406234,3061.3057558,3061.3057558,3061.3057558,3061.3057558,c,0.4899641000000656,3050.7104864,3050.7104864,,,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
182,"['D', 'L', 'V', 'Q']",True,D,4.0,letter,6.0,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,23.0,,,,,,,,,,,,,0.0,176.0,176.0,176.0,,,,,,,,,,,,,,,,,3071.6738677,3072.7406873,,,,,,,,,3073.5694096,3073.5694096,3073.5694096,3073.5694096,3073.5694096,3073.5694096,3073.5694096,3073.5694096,,,,,,,,,,,,,,3061.9318665,3061.9318665,,,3069.4563531,3071.6738677,3072.7406873,3072.7406873,3072.7406873,3072.7406873,c,0.7673226999999088,3061.9318665,3061.9318665,,,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
183,"['S', 'F', 'W', 'Z']",True,S,4.0,letter,6.0,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,23.0,,,,,,,,,,,,,0.0,177.0,177.0,177.0,,,,,,,,,,,,,,,,,3083.1185267,3084.1729856,,,,,,,,,3084.7967436,3084.7967436,3084.7967436,3084.7967436,3084.7967436,3084.7967436,3084.7967436,3084.7967436,,,,,,,,,,,,,,3073.5694096,3073.5694096,,,3081.1019233,3083.1185267,3084.1729856,3084.1729856,3084.1729856,3084.1729856,c,0.4459532000004174,3073.5694096,3073.5694096,,,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
184,"['H', 'N', 'Q', 'X']",True,Q,4.0,letter,6.0,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,23.0,,,,,,,,,,,,,0.0,178.0,178.0,178.0,,,,,,,,,,,,,,,,,3094.3548299,3095.4224182,,,,,,,,,3096.0507144,3096.0507144,3096.0507144,3096.0507144,3096.0507144,3096.0507144,3096.0507144,3096.0507144,,,,,,,,,,,,,,3084.7967436,3084.7967436,,,3092.3334232,3094.3548299,3095.4224182,3095.4224182,3095.4224182,3095.4224182,c,0.3805706000001692,3084.7967436,3084.7967436,,,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
185,"['B', 'T', 'G', 'W']",False,K,4.0,letter,6.0,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,23.0,,,,,,,,,,,,,0.0,179.0,179.0,179.0,,,,,,,,,,,,,,,,,3105.5788836,3106.6405706,,,,,,,,,3107.700627,3111.539844,3107.700627,3111.539844,3107.700627,3111.539844,3107.700627,3111.539844,28.76543209876543,3.2723565000001145,space,,,3.774631200000272,,,,,,,,3096.0507144,3096.0507144,,,3103.5574257,3105.5788836,3106.6405706,3106.6405706,3106.6405706,3106.6405706,n,0.8434690000002547,3096.0507144,3096.0507144,,,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
