sequence,odd_ones,parameter,choices,target,target_idx,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training_sequence_loop.thisRepN,training_sequence_loop.thisTrialN,training_sequence_loop.thisN,training_sequence_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisN,sequence_loop.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_intro_text.started,training_intro_key.started,training_intro_key.keys,training_intro_key.rt,polygon.started,polygon.stopped,cue_before_text.started,cue_before_text.stopped,training_presentation_letter.started,training_presentation_letter.stopped,recall_key.started,recall_question.started,recall_answer.started,recall_key.keys,recall_key.rt,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_intro_text.stopped,training_intro_key.stopped,RSME_key.rt,training_presentation_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,presentation_movie.started,block_intro_text.stopped,block_intro_key.stopped,presentation_letter.started,presentation_letter.stopped,participant,session,date,expName,psychopyVersion,frameRate,
"['blue_bottom_Z_45', 'blue_right_Z_45', 'red_right_X_45', 'blue_right_P_0']","{'color': 'red_right_X_45', 'position': 'blue_bottom_Z_45', 'orientation': 'blue_right_P_0'}",orientation,"['color', 'orientation', 'position']",blue_right_P_0,3,3,letter,4,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,9,,,,,,,,,,,,,0,107,107,107,,,,,,,,,,,,,,,,,,,2587.5220145999997,2589.5780093,,,2598.6449794,2598.6449794,2598.6449794,4,2.476146600000277,2601.166198,2605.7881906999996,2601.166198,2605.7881906999996,2601.166198,2605.7881906999996,2601.166198,2605.7881906999996,44.04320987654321,3.830234399999881,space,,,4.5769401000000585,,,,,,,2587.5220145999997,2587.5220145999997,None,,,2587.5220145999997,2587.5220145999997,2596.4236459999997,2598.6449794,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['L_Base_X_Back', 'R_Base_X_Back', 'L_Torso_X_Back', 'L_Base_Y_For']","{'laterality': 'R_Base_X_Back', 'localisation': 'L_Torso_X_Back', 'movement': 'L_Base_Y_For'}",movement,"['laterality', 'localisation', 'movement']",L_Base_Y_For,3,3,robot,5,True,False,"['robot_stimuli\\L_Base_X_Back.mp4', 'robot_stimuli\\R_Base_X_Back.mp4', 'robot_stimuli\\L_Torso_X_Back.mp4', 'robot_stimuli\\L_Base_Y_For.mp4']",robot_stimuli\L_Base_Y_For.mp4,9,,,,,,,,,,,,,0,108,108,108,,,,,,,,,,,,,,,,,,,2608.8388839,2610.9270960999997,,,2625.5754405999996,2625.5754405999996,2625.5754405999996,4,3.9611317000001804,2629.5553121999997,2629.5553121999997,2629.5553121999997,2629.5553121999997,2629.5553121999997,2629.5553121999997,2629.5553121999997,2629.5553121999997,None,None,None,,,,,,,,,,2605.7881906999996,2605.7881906999996,space,3.0289384000000723,2622.0410233999996,,,,,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['R_Base_Y_Back', 'R_Arm_X_Back', 'L_Base_X_Back', 'R_Base_X_For']","{'laterality': 'L_Base_X_Back', 'localisation': 'R_Arm_X_Back', 'movement': 'R_Base_Y_Back'}",laterality,"['laterality', 'localisation', 'movement']",L_Base_X_Back,2,3,robot,5,False,False,"['robot_stimuli\\R_Base_Y_Back.mp4', 'robot_stimuli\\R_Arm_X_Back.mp4', 'robot_stimuli\\L_Base_X_Back.mp4', 'robot_stimuli\\R_Base_X_For.mp4']",robot_stimuli\L_Base_X_Back.mp4,9,,,,,,,,,,,,,0,109,109,109,,,,,,,,,,,,,,,,,,,2629.5553121999997,2631.6263027,,,2646.3137186999998,2646.3137186999998,2646.3137186999998,3,1.7982326999998008,2648.1389209999998,2648.1389209999998,2648.1389209999998,2648.1389209999998,2648.1389209999998,2648.1389209999998,2648.1389209999998,2648.1389209999998,None,None,None,,,,,,,,,,2629.5553121999997,2629.5553121999997,None,,2642.7670702,2629.5553121999997,2629.5553121999997,,,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['L_Torso_Y_For', 'L_Base_Y_For', 'L_Base_Z_Back', 'R_Base_Y_For']","{'laterality': 'R_Base_Y_For', 'localisation': 'L_Torso_Y_For', 'movement': 'L_Base_Z_Back'}",localisation,"['laterality', 'localisation', 'movement']",L_Torso_Y_For,0,3,robot,5,False,False,"['robot_stimuli\\L_Torso_Y_For.mp4', 'robot_stimuli\\L_Base_Y_For.mp4', 'robot_stimuli\\L_Base_Z_Back.mp4', 'robot_stimuli\\R_Base_Y_For.mp4']",robot_stimuli\L_Torso_Y_For.mp4,9,,,,,,,,,,,,,0,110,110,110,,,,,,,,,,,,,,,,,,,2648.1389209999998,2650.2098369,,,2664.9460522,2664.9460522,2664.9460522,1,5.318154100000186,2670.2888853,2670.2888853,2670.2888853,2670.2888853,2670.2888853,2670.2888853,2670.2888853,2670.2888853,None,None,None,,,,,,,,,,2648.1389209999998,2648.1389209999998,None,,2661.2998608,2648.1389209999998,2648.1389209999998,,,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['L_Base_X_Back', 'L_Head_X_Back', 'L_Base_Y_For', 'R_Base_X_For']","{'laterality': 'R_Base_X_For', 'localisation': 'L_Head_X_Back', 'movement': 'L_Base_Y_For'}",laterality,"['laterality', 'localisation', 'movement']",R_Base_X_For,3,3,robot,5,False,False,"['robot_stimuli\\L_Base_X_Back.mp4', 'robot_stimuli\\L_Head_X_Back.mp4', 'robot_stimuli\\L_Base_Y_For.mp4', 'robot_stimuli\\R_Base_X_For.mp4']",robot_stimuli\R_Base_X_For.mp4,9,,,,,,,,,,,,,0,111,111,111,,,,,,,,,,,,,,,,,,,2670.2888853,2672.3627481,,,2686.9322137,2686.9322137,2686.9322137,4,1.6442794000002436,2688.6054550999997,2688.6054550999997,2688.6054550999997,2688.6054550999997,2688.6054550999997,2688.6054550999997,2688.6054550999997,2688.6054550999997,None,None,None,,,,,,,,,,2670.2888853,2670.2888853,None,,2683.3850104999997,2670.2888853,2670.2888853,,,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['L_Head_Y_Back', 'L_Arm_Y_For', 'R_Head_Y_For', 'L_Head_Z_Back']","{'laterality': 'R_Head_Y_For', 'localisation': 'L_Arm_Y_For', 'movement': 'L_Head_Z_Back'}",laterality,"['laterality', 'localisation', 'movement']",R_Head_Y_For,2,3,robot,5,False,False,"['robot_stimuli\\L_Head_Y_Back.mp4', 'robot_stimuli\\L_Arm_Y_For.mp4', 'robot_stimuli\\R_Head_Y_For.mp4', 'robot_stimuli\\L_Head_Z_Back.mp4']",robot_stimuli\R_Head_Y_For.mp4,9,,,,,,,,,,,,,0,112,112,112,,,,,,,,,,,,,,,,,,,2688.6054550999997,2690.6740052,,,2705.4777157999997,2705.4777157999997,2705.4777157999997,3,1.450641900000221,2706.9555821999998,2706.9555821999998,2706.9555821999998,2706.9555821999998,2706.9555821999998,2706.9555821999998,2706.9555821999998,2706.9555821999998,None,None,None,,,,,,,,,,2688.6054550999997,2688.6054550999997,None,,2701.8451525,2688.6054550999997,2688.6054550999997,,,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['L_Torso_Z_Back', 'R_Torso_Z_For', 'R_Torso_Y_For', 'R_Arm_Z_Back']","{'laterality': 'L_Torso_Z_Back', 'localisation': 'R_Arm_Z_Back', 'movement': 'R_Torso_Y_For'}",movement,"['laterality', 'localisation', 'movement']",R_Torso_Y_For,2,3,robot,5,False,False,"['robot_stimuli\\L_Torso_Z_Back.mp4', 'robot_stimuli\\R_Torso_Z_For.mp4', 'robot_stimuli\\R_Torso_Y_For.mp4', 'robot_stimuli\\R_Arm_Z_Back.mp4']",robot_stimuli\R_Torso_Y_For.mp4,9,,,,,,,,,,,,,0,113,113,113,,,,,,,,,,,,,,,,,,,2706.9555821999998,2709.0295886999997,,,2723.713107,2723.713107,2723.713107,3,1.134810900000332,2724.8723315999996,2724.8723315999996,2724.8723315999996,2724.8723315999996,2724.8723315999996,2724.8723315999996,2724.8723315999996,2724.8723315999996,None,None,None,,,,,,,,,,2706.9555821999998,2706.9555821999998,None,,2720.0662660999997,2706.9555821999998,2706.9555821999998,,,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['L_Head_X_For', 'L_Torso_Y_For', 'L_Torso_X_Back', 'R_Torso_X_Back']","{'laterality': 'R_Torso_X_Back', 'localisation': 'L_Head_X_For', 'movement': 'L_Torso_Y_For'}",localisation,"['laterality', 'localisation', 'movement']",L_Head_X_For,0,3,robot,5,False,False,"['robot_stimuli\\L_Head_X_For.mp4', 'robot_stimuli\\L_Torso_Y_For.mp4', 'robot_stimuli\\L_Torso_X_Back.mp4', 'robot_stimuli\\R_Torso_X_Back.mp4']",robot_stimuli\L_Head_X_For.mp4,9,,,,,,,,,,,,,0,114,114,114,,,,,,,,,,,,,,,,,,,2724.8723315999996,2726.9463891,,,2741.6614643999997,2741.6614643999997,2741.6614643999997,1,1.2103227000005177,2742.8887992,2742.8887992,2742.8887992,2742.8887992,2742.8887992,2742.8887992,2742.8887992,2742.8887992,None,None,None,,,,,,,,,,2724.8723315999996,2724.8723315999996,None,,2738.0283161999996,2724.8723315999996,2724.8723315999996,,,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['L_Arm_Y_Back', 'L_Base_X_Back', 'L_Arm_X_For', 'R_Arm_X_For']","{'laterality': 'R_Arm_X_For', 'localisation': 'L_Base_X_Back', 'movement': 'L_Arm_Y_Back'}",movement,"['laterality', 'localisation', 'movement']",L_Arm_Y_Back,0,3,robot,5,False,False,"['robot_stimuli\\L_Arm_Y_Back.mp4', 'robot_stimuli\\L_Base_X_Back.mp4', 'robot_stimuli\\L_Arm_X_For.mp4', 'robot_stimuli\\R_Arm_X_For.mp4']",robot_stimuli\L_Arm_Y_Back.mp4,9,,,,,,,,,,,,,0,115,115,115,,,,,,,,,,,,,,,,,,,2742.8887992,2744.9623371,,,2759.7318424,2759.7318424,2759.7318424,2,0.7811188000003426,2760.538935,2760.538935,2760.538935,2760.538935,2760.538935,2760.538935,2760.538935,2760.538935,None,None,None,,,,,,,,,,2742.8887992,2742.8887992,None,,2756.0978812999997,2742.8887992,2742.8887992,,,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['L_Torso_Z_Back', 'R_Torso_X_Back', 'L_Torso_X_Back', 'L_Head_X_For']","{'laterality': 'R_Torso_X_Back', 'localisation': 'L_Head_X_For', 'movement': 'L_Torso_Z_Back'}",localisation,"['laterality', 'localisation', 'movement']",L_Head_X_For,3,3,robot,5,False,True,"['robot_stimuli\\L_Torso_Z_Back.mp4', 'robot_stimuli\\R_Torso_X_Back.mp4', 'robot_stimuli\\L_Torso_X_Back.mp4', 'robot_stimuli\\L_Head_X_For.mp4']",robot_stimuli\L_Head_X_For.mp4,9,,,,,,,,,,,,,0,116,116,116,,,,,,,,,,,,,,,,,,,2760.538935,2762.6173713,,,2777.2311256,2777.2311256,2777.2311256,4,0.8405682000000638,2778.1138899,2785.4286763,2778.1138899,2785.4286763,2778.1138899,2785.4286763,2778.1138899,2785.4286763,32.62345679012345,5.721079800000098,space,,,7.270853300000283,,,,,,,2760.538935,2760.538935,None,,2773.6508068999997,2760.538935,2760.538935,,,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['R_Arm_X_Back', 'R_Arm_Y_Back', 'R_Torso_X_For', 'L_Arm_X_For']","{'laterality': 'L_Arm_X_For', 'localisation': 'R_Torso_X_For', 'movement': 'R_Arm_Y_Back'}",movement,['movement'],R_Arm_Y_Back,1,1,robot,5,True,False,"['robot_stimuli\\R_Arm_X_Back.mp4', 'robot_stimuli\\R_Arm_Y_Back.mp4', 'robot_stimuli\\R_Torso_X_For.mp4', 'robot_stimuli\\L_Arm_X_For.mp4']",robot_stimuli\R_Arm_Y_Back.mp4,9,,,,,,,,,,,,,0,117,117,117,,,,,,,,,,,,,,,,,,,2787.4222081,2789.4961939,,,2804.2983554999996,2804.2983554999996,2804.2983554999996,3,0.9417344999999955,2805.2722165,2805.2722165,2805.2722165,2805.2722165,2805.2722165,2805.2722165,2805.2722165,2805.2722165,None,None,None,,,,,,,,,,2785.4286763,2785.4286763,space,1.962611599999775,2800.6634663,,,,,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['L_Arm_Y_Back', 'L_Arm_X_For', 'R_Arm_Y_For', 'L_Head_Y_For']","{'laterality': 'R_Arm_Y_For', 'localisation': 'L_Head_Y_For', 'movement': 'L_Arm_X_For'}",laterality,['laterality'],R_Arm_Y_For,2,1,robot,5,False,False,"['robot_stimuli\\L_Arm_Y_Back.mp4', 'robot_stimuli\\L_Arm_X_For.mp4', 'robot_stimuli\\R_Arm_Y_For.mp4', 'robot_stimuli\\L_Head_Y_For.mp4']",robot_stimuli\R_Arm_Y_For.mp4,9,,,,,,,,,,,,,0,118,118,118,,,,,,,,,,,,,,,,,,,2805.2722165,2807.3468493,,,2822.0527984,2822.0527984,2822.0527984,3,0.3153153999999745,2822.3890511,2822.3890511,2822.3890511,2822.3890511,2822.3890511,2822.3890511,2822.3890511,2822.3890511,None,None,None,,,,,,,,,,2805.2722165,2805.2722165,None,,2818.4153017999997,2805.2722165,2805.2722165,,,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['R_Torso_Y_For', 'R_Arm_Z_For', 'R_Arm_Y_Back', 'L_Arm_Y_Back']","{'laterality': 'L_Arm_Y_Back', 'localisation': 'R_Torso_Y_For', 'movement': 'R_Arm_Z_For'}",movement,['movement'],R_Arm_Z_For,1,1,robot,5,False,False,"['robot_stimuli\\R_Torso_Y_For.mp4', 'robot_stimuli\\R_Arm_Z_For.mp4', 'robot_stimuli\\R_Arm_Y_Back.mp4', 'robot_stimuli\\L_Arm_Y_Back.mp4']",robot_stimuli\R_Arm_Z_For.mp4,9,,,,,,,,,,,,,0,119,119,119,,,,,,,,,,,,,,,,,,,2822.3890511,2824.4780115,,,2839.3079544999996,2839.3079544999996,2839.3079544999996,2,0.5407386999998494,2839.8723318999996,2839.8723318999996,2839.8723318999996,2839.8723318999996,2839.8723318999996,2839.8723318999996,2839.8723318999996,2839.8723318999996,None,None,None,,,,,,,,,,2822.3890511,2822.3890511,None,,2835.6779736,2822.3890511,2822.3890511,,,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['L_Arm_X_Back', 'R_Head_X_For', 'R_Arm_Y_Back', 'R_Arm_X_Back']","{'laterality': 'L_Arm_X_Back', 'localisation': 'R_Head_X_For', 'movement': 'R_Arm_Y_Back'}",laterality,['laterality'],L_Arm_X_Back,0,1,robot,5,False,False,"['robot_stimuli\\L_Arm_X_Back.mp4', 'robot_stimuli\\R_Head_X_For.mp4', 'robot_stimuli\\R_Arm_Y_Back.mp4', 'robot_stimuli\\R_Arm_X_Back.mp4']",robot_stimuli\L_Arm_X_Back.mp4,9,,,,,,,,,,,,,0,120,120,120,,,,,,,,,,,,,,,,,,,2839.8723318999996,2841.9460242,,,2856.7497304999997,2856.7497304999997,2856.7497304999997,1,0.2825473999999417,2857.0556984,2857.0556984,2857.0556984,2857.0556984,2857.0556984,2857.0556984,2857.0556984,2857.0556984,None,None,None,,,,,,,,,,2839.8723318999996,2839.8723318999996,None,,2853.1142932,2839.8723318999996,2839.8723318999996,,,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['R_Base_Z_For', 'L_Torso_Z_Back', 'R_Torso_Z_For', 'R_Torso_X_For']","{'laterality': 'L_Torso_Z_Back', 'localisation': 'R_Base_Z_For', 'movement': 'R_Torso_X_For'}",localisation,['localisation'],R_Base_Z_For,0,1,robot,5,False,False,"['robot_stimuli\\R_Base_Z_For.mp4', 'robot_stimuli\\L_Torso_Z_Back.mp4', 'robot_stimuli\\R_Torso_Z_For.mp4', 'robot_stimuli\\R_Torso_X_For.mp4']",robot_stimuli\R_Base_Z_For.mp4,9,,,,,,,,,,,,,0,121,121,121,,,,,,,,,,,,,,,,,,,2857.0556984,2859.1266524,,,2873.8002312,2873.8002312,2873.8002312,1,3.0407383000004415,2876.8722187,2876.8722187,2876.8722187,2876.8722187,2876.8722187,2876.8722187,2876.8722187,2876.8722187,None,None,None,,,,,,,,,,2857.0556984,2857.0556984,None,,2870.1645710999996,2857.0556984,2857.0556984,,,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['L_Arm_Z_Back', 'L_Arm_Y_For', 'L_Base_Z_Back', 'R_Arm_Z_Back']","{'laterality': 'R_Arm_Z_Back', 'localisation': 'L_Base_Z_Back', 'movement': 'L_Arm_Y_For'}",localisation,['localisation'],L_Base_Z_Back,2,1,robot,5,False,False,"['robot_stimuli\\L_Arm_Z_Back.mp4', 'robot_stimuli\\L_Arm_Y_For.mp4', 'robot_stimuli\\L_Base_Z_Back.mp4', 'robot_stimuli\\R_Arm_Z_Back.mp4']",robot_stimuli\L_Base_Z_Back.mp4,9,,,,,,,,,,,,,0,122,122,122,,,,,,,,,,,,,,,,,,,2876.8722187,2878.9457915999997,,,2893.7309271,2893.7309271,2893.7309271,3,7.8378752000001555,2901.5893103,2901.5893103,2901.5893103,2901.5893103,2901.5893103,2901.5893103,2901.5893103,2901.5893103,None,None,None,,,,,,,,,,2876.8722187,2876.8722187,None,,2890.0957752,2876.8722187,2876.8722187,,,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['R_Base_Z_Back', 'L_Torso_Z_Back', 'R_Torso_Y_For', 'R_Torso_Z_For']","{'laterality': 'L_Torso_Z_Back', 'localisation': 'R_Base_Z_Back', 'movement': 'R_Torso_Y_For'}",laterality,['laterality'],L_Torso_Z_Back,1,1,robot,5,False,False,"['robot_stimuli\\R_Base_Z_Back.mp4', 'robot_stimuli\\L_Torso_Z_Back.mp4', 'robot_stimuli\\R_Torso_Y_For.mp4', 'robot_stimuli\\R_Torso_Z_For.mp4']",robot_stimuli\L_Torso_Z_Back.mp4,9,,,,,,,,,,,,,0,123,123,123,,,,,,,,,,,,,,,,,,,2901.5893103,2903.6635029999998,,,2918.2666058,2918.2666058,2918.2666058,2,0.31731960000007575,2918.6056157,2918.6056157,2918.6056157,2918.6056157,2918.6056157,2918.6056157,2918.6056157,2918.6056157,None,None,None,,,,,,,,,,2901.5893103,2901.5893103,None,,2914.6198434,2901.5893103,2901.5893103,,,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['L_Head_Y_Back', 'L_Arm_Z_For', 'L_Arm_Y_Back', 'R_Arm_Y_For']","{'laterality': 'R_Arm_Y_For', 'localisation': 'L_Head_Y_Back', 'movement': 'L_Arm_Z_For'}",localisation,['localisation'],L_Head_Y_Back,0,1,robot,5,False,False,"['robot_stimuli\\L_Head_Y_Back.mp4', 'robot_stimuli\\L_Arm_Z_For.mp4', 'robot_stimuli\\L_Arm_Y_Back.mp4', 'robot_stimuli\\R_Arm_Y_For.mp4']",robot_stimuli\L_Head_Y_Back.mp4,9,,,,,,,,,,,,,0,124,124,124,,,,,,,,,,,,,,,,,,,2918.6056157,2920.68115,,,2935.3627644999997,2935.3627644999997,2935.3627644999997,1,1.6284139000002256,2937.0226106,2937.0226106,2937.0226106,2937.0226106,2937.0226106,2937.0226106,2937.0226106,2937.0226106,None,None,None,,,,,,,,,,2918.6056157,2918.6056157,None,,2931.8496204999997,2918.6056157,2918.6056157,,,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['L_Head_X_For', 'R_Head_X_For', 'L_Arm_X_Back', 'L_Head_Y_Back']","{'laterality': 'R_Head_X_For', 'localisation': 'L_Arm_X_Back', 'movement': 'L_Head_Y_Back'}",movement,['movement'],L_Head_Y_Back,3,1,robot,5,False,True,"['robot_stimuli\\L_Head_X_For.mp4', 'robot_stimuli\\R_Head_X_For.mp4', 'robot_stimuli\\L_Arm_X_Back.mp4', 'robot_stimuli\\L_Head_Y_Back.mp4']",robot_stimuli\L_Head_Y_Back.mp4,9,,,,,,,,,,,,,0,125,125,125,,,,,,,,,,,,,,,,,,,2937.0226106,2939.0967038999997,,,2953.8447527999997,2953.8447527999997,2953.8447527999997,4,0.859810900000241,2954.7468071,2958.3650613,2954.7468071,2958.3650613,2954.7468071,2958.3650613,2954.7468071,2958.3650613,37.40740740740741,3.010280800000146,space,,,3.573588100000336,,,,,,,2937.0226106,2937.0226106,None,,2950.2002091,2937.0226106,2937.0226106,,,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['R_Head_X_Back', 'L_Base_X_Back', 'L_Head_Z_For', 'L_Head_X_Back']","{'laterality': 'R_Head_X_Back', 'localisation': 'L_Base_X_Back', 'movement': 'L_Head_Z_For'}",movement,"['localisation', 'movement']",L_Head_Z_For,2,2,robot,5,True,False,"['robot_stimuli\\R_Head_X_Back.mp4', 'robot_stimuli\\L_Base_X_Back.mp4', 'robot_stimuli\\L_Head_Z_For.mp4', 'robot_stimuli\\L_Head_X_Back.mp4']",robot_stimuli\L_Head_Z_For.mp4,9,,,,,,,,,,,,,0,126,126,126,,,,,,,,,,,,,,,,,,,2959.6557233999997,2961.7307776999996,,,2976.5080272,2976.5080272,2976.5080272,3,1.6285308999998165,2978.1558517,2978.1558517,2978.1558517,2978.1558517,2978.1558517,2978.1558517,2978.1558517,2978.1558517,None,None,None,,,,,,,,,,2958.3650613,2958.3650613,space,1.2677706000002331,2972.8661355,,,,,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['L_Head_Z_For', 'R_Head_Z_Back', 'L_Base_Z_Back', 'L_Head_Y_Back']","{'laterality': 'R_Head_Z_Back', 'localisation': 'L_Base_Z_Back', 'movement': 'L_Head_Y_Back'}",laterality,"['laterality', 'localisation']",R_Head_Z_Back,1,2,robot,5,False,False,"['robot_stimuli\\L_Head_Z_For.mp4', 'robot_stimuli\\R_Head_Z_Back.mp4', 'robot_stimuli\\L_Base_Z_Back.mp4', 'robot_stimuli\\L_Head_Y_Back.mp4']",robot_stimuli\R_Head_Z_Back.mp4,9,,,,,,,,,,,,,0,127,127,127,,,,,,,,,,,,,,,,,,,2978.1558517,2980.2303881999997,,,2995.0338663999996,2995.0338663999996,2995.0338663999996,2,2.334883100000127,2997.3893414,2997.3893414,2997.3893414,2997.3893414,2997.3893414,2997.3893414,2997.3893414,2997.3893414,None,None,None,,,,,,,,,,2978.1558517,2978.1558517,None,,2991.3979483,2978.1558517,2978.1558517,,,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['R_Head_Y_Back', 'L_Head_Y_For', 'L_Head_Z_Back', 'L_Arm_Y_For']","{'laterality': 'R_Head_Y_Back', 'localisation': 'L_Arm_Y_For', 'movement': 'L_Head_Z_Back'}",movement,"['laterality', 'movement']",L_Head_Z_Back,2,2,robot,5,False,False,"['robot_stimuli\\R_Head_Y_Back.mp4', 'robot_stimuli\\L_Head_Y_For.mp4', 'robot_stimuli\\L_Head_Z_Back.mp4', 'robot_stimuli\\L_Arm_Y_For.mp4']",robot_stimuli\L_Head_Z_Back.mp4,9,,,,,,,,,,,,,0,128,128,128,,,,,,,,,,,,,,,,,,,2997.3893414,2999.4600548,,,3014.2457999999997,3014.2457999999997,3014.2457999999997,3,1.2021329000002083,3015.4723255999997,3015.4723255999997,3015.4723255999997,3015.4723255999997,3015.4723255999997,3015.4723255999997,3015.4723255999997,3015.4723255999997,None,None,None,,,,,,,,,,2997.3893414,2997.3893414,None,,3010.6098562999996,2997.3893414,2997.3893414,,,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['R_Head_X_Back', 'L_Head_X_For', 'L_Base_X_For', 'L_Head_Z_For']","{'laterality': 'R_Head_X_Back', 'localisation': 'L_Base_X_For', 'movement': 'L_Head_Z_For'}",localisation,"['laterality', 'localisation']",L_Base_X_For,2,2,robot,5,False,False,"['robot_stimuli\\R_Head_X_Back.mp4', 'robot_stimuli\\L_Head_X_For.mp4', 'robot_stimuli\\L_Base_X_For.mp4', 'robot_stimuli\\L_Head_Z_For.mp4']",robot_stimuli\L_Base_X_For.mp4,9,,,,,,,,,,,,,0,129,129,129,,,,,,,,,,,,,,,,,,,3015.4723255999997,3017.5432736999996,,,3032.2146682999996,3032.2146682999996,3032.2146682999996,3,2.2411968000004094,3034.4723778,3034.4723778,3034.4723778,3034.4723778,3034.4723778,3034.4723778,3034.4723778,3034.4723778,None,None,None,,,,,,,,,,3015.4723255999997,3015.4723255999997,None,,3028.5676922999996,3015.4723255999997,3015.4723255999997,,,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['L_Base_Z_For', 'R_Head_Z_For', 'R_Base_Z_For', 'R_Base_Y_For']","{'laterality': 'L_Base_Z_For', 'localisation': 'R_Head_Z_For', 'movement': 'R_Base_Y_For'}",movement,"['localisation', 'movement']",R_Base_Y_For,3,2,robot,5,False,False,"['robot_stimuli\\L_Base_Z_For.mp4', 'robot_stimuli\\R_Head_Z_For.mp4', 'robot_stimuli\\R_Base_Z_For.mp4', 'robot_stimuli\\R_Base_Y_For.mp4']",robot_stimuli\R_Base_Y_For.mp4,9,,,,,,,,,,,,,0,130,130,130,,,,,,,,,,,,,,,,,,,3034.4723778,3036.5464537999997,,,3051.330234,3051.330234,3051.330234,4,1.24566840000017,3052.6058681,3052.6058681,3052.6058681,3052.6058681,3052.6058681,3052.6058681,3052.6058681,3052.6058681,None,None,None,,,,,,,,,,3034.4723778,3034.4723778,None,,3047.6941681,3034.4723778,3034.4723778,,,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
