sequence,odd_ones,choices,choice_n,parameter,target,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training_sequence_loop.thisRepN,training_sequence_loop.thisTrialN,training_sequence_loop.thisN,training_sequence_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisN,sequence_loop.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_intro_text.started,training_intro_key.started,training_intro_key.keys,training_intro_key.rt,polygon.started,polygon.stopped,cue_before_text.started,training_presentation_letter.started,training_presentation_letter.stopped,recall_key.started,recall_question.started,recall_answer.started,recall_key.keys,recall_key.rt,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_intro_text.stopped,training_intro_key.stopped,cue_before_text.stopped,RSME_key.rt,training_presentation_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,presentation_movie.started,block_intro_text.stopped,block_intro_key.stopped,presentation_letter.started,presentation_letter.stopped,participant,session,date,expName,psychopyVersion,frameRate,
"['L_Head_Y_For', 'R_Head_Y_For', 'L_Torso_Y_Back', 'L_Head_Z_Back']","{'laterality': 'R_Head_Y_For', 'localisation': 'L_Torso_Y_Back', 'movement': 'L_Head_Z_Back'}",['movement'],0,movement,L_Head_Z_Back,1,robot,5,False,False,"['robot_stimuli\\L_Head_Y_For.mp4', 'robot_stimuli\\R_Head_Y_For.mp4', 'robot_stimuli\\L_Torso_Y_Back.mp4', 'robot_stimuli\\L_Head_Z_Back.mp4']",robot_stimuli\L_Head_Z_Back.mp4,1,,,,,,,,,,,,,0,157,157,157,,,,,,,,,,,,,,,,,,,4073.9983336000005,,,4090.7772079000133,4090.7772079000133,4090.7772079000133,4,0.37070679999305867,4091.159013299999,4091.159013299999,4091.159013299999,4091.159013299999,4091.159013299999,4091.159013299999,4091.159013299999,4091.159013299999,None,None,None,,,4076.084623200004,,,,,,,,4073.9983336000005,4073.9983336000005,None,,4087.1458369000175,4073.9983336000005,4073.9983336000005,,,1,001,2024-06-24_14h36.28.142,robot_cogshifting_sign,2022.2.5,143.76388221614772,
"['R_Head_Y_Back', 'L_Torso_Y_Back', 'L_Head_Z_For', 'L_Head_Y_Back']","{'laterality': 'R_Head_Y_Back', 'localisation': 'L_Torso_Y_Back', 'movement': 'L_Head_Z_For'}",['laterality'],0,laterality,R_Head_Y_Back,1,robot,5,False,False,"['robot_stimuli\\R_Head_Y_Back.mp4', 'robot_stimuli\\L_Torso_Y_Back.mp4', 'robot_stimuli\\L_Head_Z_For.mp4', 'robot_stimuli\\L_Head_Y_Back.mp4']",robot_stimuli\R_Head_Y_Back.mp4,1,,,,,,,,,,,,,0,158,158,158,,,,,,,,,,,,,,,,,,,4091.159013299999,,,4107.896510699997,4107.896510699997,4107.896510699997,1,0.46840340000926517,4108.383433900017,4108.383433900017,4108.383433900017,4108.383433900017,4108.383433900017,4108.383433900017,4108.383433900017,4108.383433900017,None,None,None,,,,,,,,,,,4091.159013299999,4091.159013299999,None,,4104.262693500001,4091.159013299999,4091.159013299999,,,1,001,2024-06-24_14h36.28.142,robot_cogshifting_sign,2022.2.5,143.76388221614772,
"['R_Head_X_Back', 'R_Torso_X_For', 'L_Torso_X_For', 'R_Torso_Z_Back']","{'laterality': 'L_Torso_X_For', 'localisation': 'R_Head_X_Back', 'movement': 'R_Torso_Z_Back'}",['localisation'],0,localisation,R_Head_X_Back,1,robot,5,False,False,"['robot_stimuli\\R_Head_X_Back.mp4', 'robot_stimuli\\R_Torso_X_For.mp4', 'robot_stimuli\\L_Torso_X_For.mp4', 'robot_stimuli\\R_Torso_Z_Back.mp4']",robot_stimuli\R_Head_X_Back.mp4,1,,,,,,,,,,,,,0,159,159,159,,,,,,,,,,,,,,,,,,,4108.383433900017,,,4125.2828133,4125.2828133,4125.2828133,1,0.3336229000124149,4125.630394200009,4125.630394200009,4125.630394200009,4125.630394200009,4125.630394200009,4125.630394200009,4125.630394200009,4125.630394200009,None,None,None,,,4110.473362999997,,,,,,,,4108.383433900017,4108.383433900017,None,,4121.6457348999975,4108.383433900017,4108.383433900017,,,1,001,2024-06-24_14h36.28.142,robot_cogshifting_sign,2022.2.5,143.76388221614772,
"['L_Torso_Z_For', 'L_Torso_X_For', 'L_Head_X_For', 'R_Torso_X_For']","{'laterality': 'R_Torso_X_For', 'localisation': 'L_Head_X_For', 'movement': 'L_Torso_Z_For'}",['localisation'],0,localisation,L_Head_X_For,1,robot,5,False,False,"['robot_stimuli\\L_Torso_Z_For.mp4', 'robot_stimuli\\L_Torso_X_For.mp4', 'robot_stimuli\\L_Head_X_For.mp4', 'robot_stimuli\\R_Torso_X_For.mp4']",robot_stimuli\L_Head_X_For.mp4,1,,,,,,,,,,,,,0,160,160,160,,,,,,,,,,,,,,,,,,,4125.630394200009,,,4142.449877600011,4142.449877600011,4142.449877600011,3,0.2965330999868456,4142.7590114000195,4142.7590114000195,4142.7590114000195,4142.7590114000195,4142.7590114000195,4142.7590114000195,4142.7590114000195,4142.7590114000195,None,None,None,,,4127.717346699996,,,,,,,,4125.630394200009,4125.630394200009,None,,4138.8178931,4125.630394200009,4125.630394200009,,,1,001,2024-06-24_14h36.28.142,robot_cogshifting_sign,2022.2.5,143.76388221614772,
"['R_Base_Z_For', 'L_Torso_Z_Back', 'R_Torso_Z_Back', 'R_Torso_X_For']","{'laterality': 'L_Torso_Z_Back', 'localisation': 'R_Base_Z_For', 'movement': 'R_Torso_X_For'}",['laterality'],0,laterality,L_Torso_Z_Back,1,robot,5,False,False,"['robot_stimuli\\R_Base_Z_For.mp4', 'robot_stimuli\\L_Torso_Z_Back.mp4', 'robot_stimuli\\R_Torso_Z_Back.mp4', 'robot_stimuli\\R_Torso_X_For.mp4']",robot_stimuli\L_Torso_Z_Back.mp4,1,,,,,,,,,,,,,0,161,161,161,,,,,,,,,,,,,,,,,,,4142.7590114000195,,,4159.512587200006,4159.512587200006,4159.512587200006,2,0.39164870002423413,4159.9139711000025,4159.9139711000025,4159.9139711000025,4159.9139711000025,4159.9139711000025,4159.9139711000025,4159.9139711000025,4159.9139711000025,None,None,None,,,4144.847665700014,,,,,,,,4142.7590114000195,4142.7590114000195,None,,4155.881374299992,4142.7590114000195,4142.7590114000195,,,1,001,2024-06-24_14h36.28.142,robot_cogshifting_sign,2022.2.5,143.76388221614772,
"['L_Base_X_For', 'R_Base_X_For', 'R_Head_X_For', 'R_Base_Y_For']","{'laterality': 'L_Base_X_For', 'localisation': 'R_Head_X_For', 'movement': 'R_Base_Y_For'}",['laterality'],0,laterality,L_Base_X_For,1,robot,5,False,False,"['robot_stimuli\\L_Base_X_For.mp4', 'robot_stimuli\\R_Base_X_For.mp4', 'robot_stimuli\\R_Head_X_For.mp4', 'robot_stimuli\\R_Base_Y_For.mp4']",robot_stimuli\L_Base_X_For.mp4,1,,,,,,,,,,,,,0,162,162,162,,,,,,,,,,,,,,,,,,,4159.9139711000025,,,4176.626382699993,4176.626382699993,4176.626382699993,1,0.31859170002280734,4176.96198610001,4176.96198610001,4176.96198610001,4176.96198610001,4176.96198610001,4176.96198610001,4176.96198610001,4176.96198610001,None,None,None,,,4162.001883399993,,,,,,,,4159.9139711000025,4159.9139711000025,None,,4172.996634200012,4159.9139711000025,4159.9139711000025,,,1,001,2024-06-24_14h36.28.142,robot_cogshifting_sign,2022.2.5,143.76388221614772,
"['L_Arm_Z_For', 'L_Base_Z_Back', 'R_Arm_Z_For', 'L_Arm_Y_For']","{'laterality': 'R_Arm_Z_For', 'localisation': 'L_Base_Z_Back', 'movement': 'L_Arm_Y_For'}",['localisation'],0,localisation,L_Base_Z_Back,1,robot,5,False,False,"['robot_stimuli\\L_Arm_Z_For.mp4', 'robot_stimuli\\L_Base_Z_Back.mp4', 'robot_stimuli\\R_Arm_Z_For.mp4', 'robot_stimuli\\L_Arm_Y_For.mp4']",robot_stimuli\L_Base_Z_Back.mp4,1,,,,,,,,,,,,,0,163,163,163,,,,,,,,,,,,,,,,,,,4176.96198610001,,,4193.841816500004,4193.841816500004,4193.841816500004,2,1.4047385000158101,4195.261282099993,4195.261282099993,4195.261282099993,4195.261282099993,4195.261282099993,4195.261282099993,4195.261282099993,4195.261282099993,None,None,None,,,4179.053917800018,,,,,,,,4176.96198610001,4176.96198610001,None,,4190.206634400005,4176.96198610001,4176.96198610001,,,1,001,2024-06-24_14h36.28.142,robot_cogshifting_sign,2022.2.5,143.76388221614772,
"['L_Torso_Z_Back', 'L_Base_X_For', 'L_Base_Z_For', 'R_Base_Z_Back']","{'laterality': 'R_Base_Z_Back', 'localisation': 'L_Torso_Z_Back', 'movement': 'L_Base_X_For'}",['movement'],0,movement,L_Base_X_For,1,robot,5,False,False,"['robot_stimuli\\L_Torso_Z_Back.mp4', 'robot_stimuli\\L_Base_X_For.mp4', 'robot_stimuli\\L_Base_Z_For.mp4', 'robot_stimuli\\R_Base_Z_Back.mp4']",robot_stimuli\L_Base_X_For.mp4,1,,,,,,,,,,,,,0,164,164,164,,,,,,,,,,,,,,,,,,,4195.261282099993,,,4211.859325500001,4211.859325500001,4211.859325500001,2,0.32083420001436025,4212.195665900013,4212.195665900013,4212.195665900013,4212.195665900013,4212.195665900013,4212.195665900013,4212.195665900013,4212.195665900013,None,None,None,,,,,,,,,,,4195.261282099993,4195.261282099993,None,,4208.321600299998,4195.261282099993,4195.261282099993,,,1,001,2024-06-24_14h36.28.142,robot_cogshifting_sign,2022.2.5,143.76388221614772,
"['R_Base_Z_For', 'L_Base_Y_Back', 'R_Base_Y_Back', 'R_Torso_Y_For']","{'laterality': 'L_Base_Y_Back', 'localisation': 'R_Torso_Y_For', 'movement': 'R_Base_Z_For'}",['laterality'],0,laterality,L_Base_Y_Back,1,robot,5,False,False,"['robot_stimuli\\R_Base_Z_For.mp4', 'robot_stimuli\\L_Base_Y_Back.mp4', 'robot_stimuli\\R_Base_Y_Back.mp4', 'robot_stimuli\\R_Torso_Y_For.mp4']",robot_stimuli\L_Base_Y_Back.mp4,1,,,,,,,,,,,,,0,165,165,165,,,,,,,,,,,,,,,,,,,4212.195665900013,,,4229.020686300006,4229.020686300006,4229.020686300006,2,0.2883180000062566,4229.326227800018,4229.326227800018,4229.326227800018,4229.326227800018,4229.326227800018,4229.326227800018,4229.326227800018,4229.326227800018,None,None,None,,,4214.279478600016,,,,,,,,4212.195665900013,4212.195665900013,None,,4225.393583900004,4212.195665900013,4212.195665900013,,,1,001,2024-06-24_14h36.28.142,robot_cogshifting_sign,2022.2.5,143.76388221614772,
"['L_Arm_Y_Back', 'R_Torso_Y_For', 'R_Arm_X_Back', 'R_Arm_Y_Back']","{'laterality': 'L_Arm_Y_Back', 'localisation': 'R_Torso_Y_For', 'movement': 'R_Arm_X_Back'}",['movement'],0,movement,R_Arm_X_Back,1,robot,5,False,False,"['robot_stimuli\\L_Arm_Y_Back.mp4', 'robot_stimuli\\R_Torso_Y_For.mp4', 'robot_stimuli\\R_Arm_X_Back.mp4', 'robot_stimuli\\R_Arm_Y_Back.mp4']",robot_stimuli\R_Arm_X_Back.mp4,1,,,,,,,,,,,,,0,166,166,166,,,,,,,,,,,,,,,,,,,4229.326227800018,,,4246.190118300001,4246.190118300001,4246.190118300001,3,0.3192570999963209,4246.526844200009,4246.526844200009,4246.526844200009,4246.526844200009,4246.526844200009,4246.526844200009,4246.526844200009,4246.526844200009,None,None,None,,,,,,,,,,,4229.326227800018,4229.326227800018,None,,4242.559309200005,4229.326227800018,4229.326227800018,,,1,001,2024-06-24_14h36.28.142,robot_cogshifting_sign,2022.2.5,143.76388221614772,
"['L_Base_Z_For', 'L_Arm_Z_Back', 'L_Arm_Y_For', 'R_Arm_Z_For']","{'laterality': 'R_Arm_Z_For', 'localisation': 'L_Base_Z_For', 'movement': 'L_Arm_Y_For'}",['localisation'],0,localisation,L_Base_Z_For,1,robot,5,False,True,"['robot_stimuli\\L_Base_Z_For.mp4', 'robot_stimuli\\L_Arm_Z_Back.mp4', 'robot_stimuli\\L_Arm_Y_For.mp4', 'robot_stimuli\\R_Arm_Z_For.mp4']",robot_stimuli\L_Base_Z_For.mp4,1,,,,,,,,,,,,,0,167,167,167,,,,,,,,,,,,,,,,,,,4246.526844200009,,,4263.412865599996,4263.412865599996,4263.412865599996,1,0.4460735000029672,4263.885796699993,4269.242606400017,4263.885796699993,4269.242606400017,4263.885796699993,4269.242606400017,4263.885796699993,4269.242606400017,25.67901234567901,3.5455140999983996,space,,,,5.327193000004627,,,,,,,4246.526844200009,4246.526844200009,None,,4259.777693900018,4246.526844200009,4246.526844200009,,,1,001,2024-06-24_14h36.28.142,robot_cogshifting_sign,2022.2.5,143.76388221614772,
"['L_Arm_Y_For', 'L_Arm_X_For', 'R_Arm_Y_For', 'L_Base_Y_For']","{'laterality': 'R_Arm_Y_For', 'localisation': 'L_Base_Y_For', 'movement': 'L_Arm_X_For'}","['laterality', 'movement']",0,laterality,R_Arm_Y_For,2,robot,5,True,False,"['robot_stimuli\\L_Arm_Y_For.mp4', 'robot_stimuli\\L_Arm_X_For.mp4', 'robot_stimuli\\R_Arm_Y_For.mp4', 'robot_stimuli\\L_Base_Y_For.mp4']",robot_stimuli\R_Arm_Y_For.mp4,1,,,,,,,,,,,,,0,168,168,168,,,,,,,,,,,,,,,,,,,4270.929630400002,,,4287.596941099997,4287.596941099997,4287.596941099997,3,1.4349275999993552,4289.05274720001,4289.05274720001,4289.05274720001,4289.05274720001,4289.05274720001,4289.05274720001,4289.05274720001,4289.05274720001,None,None,None,,,4273.021094299998,,,,,,,,4269.242606400017,4269.242606400017,space,1.6747946999967098,4284.069275899994,,,,,1,001,2024-06-24_14h36.28.142,robot_cogshifting_sign,2022.2.5,143.76388221614772,
"['R_Torso_Z_For', 'L_Arm_Z_For', 'L_Torso_X_Back', 'L_Torso_Z_For']","{'laterality': 'R_Torso_Z_For', 'localisation': 'L_Arm_Z_For', 'movement': 'L_Torso_X_Back'}","['laterality', 'localisation']",0,laterality,R_Torso_Z_For,2,robot,5,False,False,"['robot_stimuli\\R_Torso_Z_For.mp4', 'robot_stimuli\\L_Arm_Z_For.mp4', 'robot_stimuli\\L_Torso_X_Back.mp4', 'robot_stimuli\\L_Torso_Z_For.mp4']",robot_stimuli\R_Torso_Z_For.mp4,1,,,,,,,,,,,,,0,169,169,169,,,,,,,,,,,,,,,,,,,4289.05274720001,,,4305.907167099998,4305.907167099998,4305.907167099998,1,1.0378318000002764,4306.958904600004,4306.958904600004,4306.958904600004,4306.958904600004,4306.958904600004,4306.958904600004,4306.958904600004,4306.958904600004,None,None,None,,,4291.13772280002,,,,,,,,4289.05274720001,4289.05274720001,None,,4302.2778768000135,4289.05274720001,4289.05274720001,,,1,001,2024-06-24_14h36.28.142,robot_cogshifting_sign,2022.2.5,143.76388221614772,
"['R_Head_Z_For', 'L_Torso_Z_Back', 'R_Torso_Z_For', 'R_Torso_Y_Back']","{'laterality': 'L_Torso_Z_Back', 'localisation': 'R_Head_Z_For', 'movement': 'R_Torso_Y_Back'}","['localisation', 'movement']",1,movement,R_Torso_Y_Back,2,robot,5,False,False,"['robot_stimuli\\R_Head_Z_For.mp4', 'robot_stimuli\\L_Torso_Z_Back.mp4', 'robot_stimuli\\R_Torso_Z_For.mp4', 'robot_stimuli\\R_Torso_Y_Back.mp4']",robot_stimuli\R_Torso_Y_Back.mp4,1,,,,,,,,,,,,,0,170,170,170,,,,,,,,,,,,,,,,,,,4306.958904600004,,,4323.692871300009,4323.692871300009,4323.692871300009,4,1.2220903999987058,4324.929322400014,4324.929322400014,4324.929322400014,4324.929322400014,4324.929322400014,4324.929322400014,4324.929322400014,4324.929322400014,None,None,None,,,4309.049915900017,,,,,,,,4306.958904600004,4306.958904600004,None,,4320.058125600015,4306.958904600004,4306.958904600004,,,1,001,2024-06-24_14h36.28.142,robot_cogshifting_sign,2022.2.5,143.76388221614772,
"['R_Head_X_For', 'L_Head_Y_Back', 'L_Base_X_For', 'L_Head_X_For']","{'laterality': 'R_Head_X_For', 'localisation': 'L_Base_X_For', 'movement': 'L_Head_Y_Back'}","['laterality', 'localisation']",1,localisation,L_Base_X_For,2,robot,5,False,False,"['robot_stimuli\\R_Head_X_For.mp4', 'robot_stimuli\\L_Head_Y_Back.mp4', 'robot_stimuli\\L_Base_X_For.mp4', 'robot_stimuli\\L_Head_X_For.mp4']",robot_stimuli\L_Base_X_For.mp4,1,,,,,,,,,,,,,0,171,171,171,,,,,,,,,,,,,,,,,,,4324.929322400014,,,4341.686948699993,4341.686948699993,4341.686948699993,3,1.6176603000203613,4343.318700600008,4343.318700600008,4343.318700600008,4343.318700600008,4343.318700600008,4343.318700600008,4343.318700600008,4343.318700600008,None,None,None,,,4327.014244899998,,,,,,,,4324.929322400014,4324.929322400014,None,,4338.1165912,4324.929322400014,4324.929322400014,,,1,001,2024-06-24_14h36.28.142,robot_cogshifting_sign,2022.2.5,143.76388221614772,
"['R_Torso_X_For', 'R_Arm_X_For', 'L_Arm_X_Back', 'R_Arm_Z_Back']","{'laterality': 'L_Arm_X_Back', 'localisation': 'R_Torso_X_For', 'movement': 'R_Arm_Z_Back'}","['laterality', 'localisation']",1,localisation,R_Torso_X_For,2,robot,5,False,False,"['robot_stimuli\\R_Torso_X_For.mp4', 'robot_stimuli\\R_Arm_X_For.mp4', 'robot_stimuli\\L_Arm_X_Back.mp4', 'robot_stimuli\\R_Arm_Z_Back.mp4']",robot_stimuli\R_Torso_X_For.mp4,1,,,,,,,,,,,,,0,172,172,172,,,,,,,,,,,,,,,,,,,4343.318700600008,,,4360.1955896000145,4360.1955896000145,4360.1955896000145,1,1.4529437999881338,4361.662084800017,4361.662084800017,4361.662084800017,4361.662084800017,4361.662084800017,4361.662084800017,4361.662084800017,4361.662084800017,None,None,None,,,4345.4065249999985,,,,,,,,4343.318700600008,4343.318700600008,None,,4356.567658899992,4343.318700600008,4343.318700600008,,,1,001,2024-06-24_14h36.28.142,robot_cogshifting_sign,2022.2.5,143.76388221614772,
"['R_Torso_Y_For', 'R_Arm_Y_For', 'L_Torso_Y_For', 'R_Torso_X_Back']","{'laterality': 'L_Torso_Y_For', 'localisation': 'R_Arm_Y_For', 'movement': 'R_Torso_X_Back'}","['localisation', 'movement']",0,localisation,R_Arm_Y_For,2,robot,5,False,False,"['robot_stimuli\\R_Torso_Y_For.mp4', 'robot_stimuli\\R_Arm_Y_For.mp4', 'robot_stimuli\\L_Torso_Y_For.mp4', 'robot_stimuli\\R_Torso_X_Back.mp4']",robot_stimuli\R_Arm_Y_For.mp4,1,,,,,,,,,,,,,0,173,173,173,,,,,,,,,,,,,,,,,,,4361.662084800017,,,4378.43716120001,4378.43716120001,4378.43716120001,2,1.8287580000178423,4380.2785705999995,4380.2785705999995,4380.2785705999995,4380.2785705999995,4380.2785705999995,4380.2785705999995,4380.2785705999995,4380.2785705999995,None,None,None,,,,,,,,,,,4361.662084800017,4361.662084800017,None,,4374.8055635000055,4361.662084800017,4361.662084800017,,,1,001,2024-06-24_14h36.28.142,robot_cogshifting_sign,2022.2.5,143.76388221614772,
"['R_Head_Z_For', 'R_Arm_Y_For', 'L_Head_Y_Back', 'R_Head_Y_Back']","{'laterality': 'L_Head_Y_Back', 'localisation': 'R_Arm_Y_For', 'movement': 'R_Head_Z_For'}","['laterality', 'localisation']",0,laterality,L_Head_Y_Back,2,robot,5,False,False,"['robot_stimuli\\R_Head_Z_For.mp4', 'robot_stimuli\\R_Arm_Y_For.mp4', 'robot_stimuli\\L_Head_Y_Back.mp4', 'robot_stimuli\\R_Head_Y_Back.mp4']",robot_stimuli\L_Head_Y_Back.mp4,1,,,,,,,,,,,,,0,174,174,174,,,,,,,,,,,,,,,,,,,4380.2785705999995,,,4397.016994900012,4397.016994900012,4397.016994900012,3,3.7332685999863315,4400.763525899994,4400.763525899994,4400.763525899994,4400.763525899994,4400.763525899994,4400.763525899994,4400.763525899994,4400.763525899994,None,None,None,,,4382.364443900005,,,,,,,,4380.2785705999995,4380.2785705999995,None,,4393.379807599995,4380.2785705999995,4380.2785705999995,,,1,001,2024-06-24_14h36.28.142,robot_cogshifting_sign,2022.2.5,143.76388221614772,
"['L_Arm_X_For', 'L_Head_X_Back', 'R_Head_X_For', 'L_Head_Z_For']","{'laterality': 'R_Head_X_For', 'localisation': 'L_Arm_X_For', 'movement': 'L_Head_Z_For'}","['laterality', 'movement']",1,movement,L_Head_Z_For,2,robot,5,False,False,"['robot_stimuli\\L_Arm_X_For.mp4', 'robot_stimuli\\L_Head_X_Back.mp4', 'robot_stimuli\\R_Head_X_For.mp4', 'robot_stimuli\\L_Head_Z_For.mp4']",robot_stimuli\L_Head_Z_For.mp4,1,,,,,,,,,,,,,0,175,175,175,,,,,,,,,,,,,,,,,,,4400.763525899994,,,4417.6348601999925,4417.6348601999925,4417.6348601999925,4,1.4644123000034597,4419.112410400005,4419.112410400005,4419.112410400005,4419.112410400005,4419.112410400005,4419.112410400005,4419.112410400005,4419.112410400005,None,None,None,,,4402.8541868000175,,,,,,,,4400.763525899994,4400.763525899994,None,,4413.9980653999955,4400.763525899994,4400.763525899994,,,1,001,2024-06-24_14h36.28.142,robot_cogshifting_sign,2022.2.5,143.76388221614772,
"['L_Base_Y_For', 'R_Head_Y_For', 'L_Head_Y_Back', 'L_Head_Z_Back']","{'laterality': 'R_Head_Y_For', 'localisation': 'L_Base_Y_For', 'movement': 'L_Head_Z_Back'}","['laterality', 'movement']",1,movement,L_Head_Z_Back,2,robot,5,False,False,"['robot_stimuli\\L_Base_Y_For.mp4', 'robot_stimuli\\R_Head_Y_For.mp4', 'robot_stimuli\\L_Head_Y_Back.mp4', 'robot_stimuli\\L_Head_Z_Back.mp4']",robot_stimuli\L_Head_Z_Back.mp4,1,,,,,,,,,,,,,0,176,176,176,,,,,,,,,,,,,,,,,,,4419.112410400005,,,4435.889504399995,4435.889504399995,4435.889504399995,4,1.4216226999997161,4437.327047700004,4437.327047700004,4437.327047700004,4437.327047700004,4437.327047700004,4437.327047700004,4437.327047700004,4437.327047700004,None,None,None,,,4421.2000415000075,,,,,,,,4419.112410400005,4419.112410400005,None,,4432.260954099998,4419.112410400005,4419.112410400005,,,1,001,2024-06-24_14h36.28.142,robot_cogshifting_sign,2022.2.5,143.76388221614772,
"['L_Base_Y_Back', 'R_Base_Z_Back', 'R_Head_Y_For', 'R_Base_Y_Back']","{'laterality': 'L_Base_Y_Back', 'localisation': 'R_Head_Y_For', 'movement': 'R_Base_Z_Back'}","['localisation', 'movement']",1,movement,R_Base_Z_Back,2,robot,5,False,False,"['robot_stimuli\\L_Base_Y_Back.mp4', 'robot_stimuli\\R_Base_Z_Back.mp4', 'robot_stimuli\\R_Head_Y_For.mp4', 'robot_stimuli\\R_Base_Y_Back.mp4']",robot_stimuli\R_Base_Z_Back.mp4,1,,,,,,,,,,,,,0,177,177,177,,,,,,,,,,,,,,,,,,,4437.327047700004,,,4454.060686800018,4454.060686800018,4454.060686800018,2,2.754623399989214,4456.8342599000025,4456.8342599000025,4456.8342599000025,4456.8342599000025,4456.8342599000025,4456.8342599000025,4456.8342599000025,4456.8342599000025,None,None,None,,,4439.419802100019,,,,,,,,4437.327047700004,4437.327047700004,None,,4450.426913100004,4437.327047700004,4437.327047700004,,,1,001,2024-06-24_14h36.28.142,robot_cogshifting_sign,2022.2.5,143.76388221614772,
"['L_Base_X_For', 'R_Base_Z_Back', 'R_Base_X_Back', 'R_Arm_X_For']","{'laterality': 'L_Base_X_For', 'localisation': 'R_Arm_X_For', 'movement': 'R_Base_Z_Back'}","['laterality', 'movement']",0,laterality,L_Base_X_For,2,robot,5,False,False,"['robot_stimuli\\L_Base_X_For.mp4', 'robot_stimuli\\R_Base_Z_Back.mp4', 'robot_stimuli\\R_Base_X_Back.mp4', 'robot_stimuli\\R_Arm_X_For.mp4']",robot_stimuli\L_Base_X_For.mp4,1,,,,,,,,,,,,,0,178,178,178,,,,,,,,,,,,,,,,,,,4456.8342599000025,,,4473.552164799999,4473.552164799999,4473.552164799999,1,1.4623983000055887,4475.033829299995,4475.033829299995,4475.033829299995,4475.033829299995,4475.033829299995,4475.033829299995,4475.033829299995,4475.033829299995,None,None,None,,,,,,,,,,,4456.8342599000025,4456.8342599000025,None,,4469.917753799993,4456.8342599000025,4456.8342599000025,,,1,001,2024-06-24_14h36.28.142,robot_cogshifting_sign,2022.2.5,143.76388221614772,
"['R_Head_Y_For', 'L_Head_X_For', 'R_Torso_X_For', 'R_Head_X_Back']","{'laterality': 'L_Head_X_For', 'localisation': 'R_Torso_X_For', 'movement': 'R_Head_Y_For'}","['localisation', 'movement']",0,localisation,R_Torso_X_For,2,robot,5,False,True,"['robot_stimuli\\R_Head_Y_For.mp4', 'robot_stimuli\\L_Head_X_For.mp4', 'robot_stimuli\\R_Torso_X_For.mp4', 'robot_stimuli\\R_Head_X_Back.mp4']",robot_stimuli\R_Torso_X_For.mp4,1,,,,,,,,,,,,,0,179,179,179,,,,,,,,,,,,,,,,,,,4475.033829299995,,,4491.840684700001,4491.840684700001,4491.840684700001,3,4.379781299998285,4496.247190800001,4501.508474000002,4496.247190800001,4501.508474000002,4496.247190800001,4501.508474000002,4496.247190800001,4501.508474000002,50.67901234567901,4.614507300022524,space,,,,5.237310099997558,,,,,,,4475.033829299995,4475.033829299995,None,,4488.2127903999935,4475.033829299995,4475.033829299995,,,1,001,2024-06-24_14h36.28.142,robot_cogshifting_sign,2022.2.5,143.76388221614772,
"['blue_right_B_45', 'blue_right_D_0', 'blue_left_Z_45', 'red_right_H_45']","{'color': 'red_right_H_45', 'position': 'blue_left_Z_45', 'orientation': 'blue_right_D_0'}",['color'],0,color,red_right_H_45,1,letter,6,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,1,,,,,,,,,,,,,0,180,180,180,,,,,,,,,,,,,,,,,,,4503.847249700018,,,4514.457736900018,4514.457736900018,4514.457736900018,4,0.4927336999971885,4514.968741799996,4514.968741799996,4514.968741799996,4514.968741799996,4514.968741799996,4514.968741799996,4514.968741799996,4514.968741799996,None,None,None,,,4505.915436900017,,,,,,,,4501.508474000002,4501.508474000002,space,2.3314092000073288,,,,4512.421304899995,4514.457736900018,1,001,2024-06-24_14h36.28.142,robot_cogshifting_sign,2022.2.5,143.76388221614772,
