sequence,odd_ones,choices,choice_n,parameter,target,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training_sequence_loop.thisRepN,training_sequence_loop.thisTrialN,training_sequence_loop.thisN,training_sequence_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisN,sequence_loop.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_intro_text.started,training_intro_key.started,training_intro_key.keys,training_intro_key.rt,polygon.started,polygon.stopped,cue_before_text.started,cue_before_text.stopped,training_presentation_letter.started,training_presentation_letter.stopped,recall_key.started,recall_question.started,recall_answer.started,recall_key.keys,recall_key.rt,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_intro_text.stopped,training_intro_key.stopped,RSME_key.rt,training_presentation_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,presentation_letter.started,presentation_letter.stopped,block_intro_text.stopped,block_intro_key.stopped,presentation_movie.started,participant,session,date,expName,psychopyVersion,frameRate,
"['red_right_V_0', 'blue_right_S_0', 'blue_right_P_45', 'blue_left_T_0']","{'color': 'red_right_V_0', 'position': 'blue_left_T_0', 'orientation': 'blue_right_P_45'}","['color', 'position', 'orientation']",2,orientation,blue_right_P_45,3,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,0,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,420.2174827000126,422.2663787000056,,,430.91581160001806,430.91581160001806,430.91581160001806,3,2.838106599985622,433.7837118000025,433.7837118000025,433.7837118000025,433.7837118000025,433.7837118000025,433.7837118000025,433.7837118000025,433.7837118000025,None,None,None,,,,,,,,,,420.2174827000126,420.2174827000126,None,,428.8989056000137,430.91581160001806,420.2174827000126,420.2174827000126,,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['blue_bottom_M_0', 'red_bottom_V_0', 'red_bottom_F_45', 'red_left_F_0']","{'color': 'blue_bottom_M_0', 'position': 'red_left_F_0', 'orientation': 'red_bottom_F_45'}","['color', 'position', 'orientation']",0,color,blue_bottom_M_0,3,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,0,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,433.7837118000025,435.83270920001087,,,444.29891340000904,444.29891340000904,444.29891340000904,1,2.0634249999711756,446.38403770001605,446.38403770001605,446.38403770001605,446.38403770001605,446.38403770001605,446.38403770001605,446.38403770001605,446.38403770001605,None,None,None,,,,,,,,,,433.7837118000025,433.7837118000025,None,,442.08241720002843,444.29891340000904,433.7837118000025,433.7837118000025,,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['blue_top_X_45', 'blue_top_H_0', 'blue_left_J_0', 'red_top_B_0']","{'color': 'red_top_B_0', 'position': 'blue_left_J_0', 'orientation': 'blue_top_X_45'}","['color', 'position', 'orientation']",1,position,blue_left_J_0,3,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,0,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,446.38403770001605,448.44893890002277,,,456.88224090001313,456.88224090001313,456.88224090001313,3,3.510997499979567,460.4170704999997,460.4170704999997,460.4170704999997,460.4170704999997,460.4170704999997,460.4170704999997,460.4170704999997,460.4170704999997,None,None,None,,,,,,,,,,446.38403770001605,446.38403770001605,None,,454.86650300002657,456.88224090001313,446.38403770001605,446.38403770001605,,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['blue_top_H_45', 'red_left_D_45', 'red_top_K_45', 'red_top_L_0']","{'color': 'blue_top_H_45', 'position': 'red_left_D_45', 'orientation': 'red_top_L_0'}","['color', 'position', 'orientation']",2,orientation,red_top_L_0,3,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,0,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,460.4170704999997,462.4826146000123,,,471.13245710000047,471.13245710000047,471.13245710000047,3,6.60562239997671,477.7669378000137,477.7669378000137,477.7669378000137,477.7669378000137,477.7669378000137,477.7669378000137,477.7669378000137,477.7669378000137,None,None,None,,,,,,,,,,460.4170704999997,460.4170704999997,None,,468.9157452000072,471.13245710000047,460.4170704999997,460.4170704999997,,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['blue_right_H_0', 'blue_right_W_45', 'blue_left_S_45', 'red_right_L_45']","{'color': 'red_right_L_45', 'position': 'blue_left_S_45', 'orientation': 'blue_right_H_0'}","['color', 'position', 'orientation']",1,position,blue_left_S_45,3,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,0,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,477.7669378000137,479.8321511000104,,,488.46558130002813,488.46558130002813,488.46558130002813,3,3.865259399957722,492.3506802000047,492.3506802000047,492.3506802000047,492.3506802000047,492.3506802000047,492.3506802000047,492.3506802000047,492.3506802000047,None,None,None,,,,,,,,,,477.7669378000137,477.7669378000137,None,,486.4491194000002,488.46558130002813,477.7669378000137,477.7669378000137,,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['blue_left_X_45', 'red_left_N_45', 'red_top_Q_45', 'red_left_K_0']","{'color': 'blue_left_X_45', 'position': 'red_top_Q_45', 'orientation': 'red_left_K_0'}","['color', 'position', 'orientation']",1,position,red_top_Q_45,3,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,0,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,492.3506802000047,494.39979980001226,,,502.8321609000268,502.8321609000268,502.8321609000268,3,2.5219085999706294,505.3840179000108,505.3840179000108,505.3840179000108,505.3840179000108,505.3840179000108,505.3840179000108,505.3840179000108,505.3840179000108,None,None,None,,,,,,,,,,492.3506802000047,492.3506802000047,None,,500.81648150002,502.8321609000268,492.3506802000047,492.3506802000047,,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['red_bottom_X_0', 'blue_right_R_0', 'blue_bottom_L_45', 'blue_bottom_R_0']","{'color': 'red_bottom_X_0', 'position': 'blue_right_R_0', 'orientation': 'blue_bottom_L_45'}","['color', 'position', 'orientation']",0,color,red_bottom_X_0,3,letter,1,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,0,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,505.3840179000108,507.4491632000136,,,515.8822474000044,515.8822474000044,515.8822474000044,1,2.160849399951985,518.0825017000025,521.5006200000062,518.0825017000025,521.5006200000062,518.0825017000025,521.5006200000062,518.0825017000025,521.5006200000062,38.64197530864198,2.7384355000103824,space,,,3.351771399989957,,,,,,,505.3840179000108,505.3840179000108,None,,513.8661029000068,515.8822474000044,505.3840179000108,505.3840179000108,,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['red_right_R_45', 'blue_bottom_K_45', 'red_bottom_H_0', 'red_bottom_D_45']","{'color': 'blue_bottom_K_45', 'position': 'red_right_R_45', 'orientation': 'red_bottom_H_0'}",['position'],0,position,red_right_R_45,1,letter,1,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,0,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,523.2670951000182,525.3165143000078,,,533.9823701000132,533.9823701000132,533.9823701000132,1,3.8517522999609355,537.8672959000105,537.8672959000105,537.8672959000105,537.8672959000105,537.8672959000105,537.8672959000105,537.8672959000105,537.8672959000105,None,None,None,,,,,,,,,,521.5006200000062,521.5006200000062,space,1.7413943999854382,531.949683200015,533.9823701000132,,,,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['red_bottom_F_45', 'red_left_G_45', 'red_bottom_W_0', 'blue_bottom_S_45']","{'color': 'blue_bottom_S_45', 'position': 'red_left_G_45', 'orientation': 'red_bottom_W_0'}",['color'],0,color,blue_bottom_S_45,1,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,0,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,537.8672959000105,539.9161226000288,,,548.1822454000067,548.1822454000067,548.1822454000067,4,1.0126121999928728,549.2169099000166,549.2169099000166,549.2169099000166,549.2169099000166,549.2169099000166,549.2169099000166,549.2169099000166,549.2169099000166,None,None,None,,,,,,,,,,537.8672959000105,537.8672959000105,None,,546.1495643000235,548.1822454000067,537.8672959000105,537.8672959000105,,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['red_left_W_45', 'blue_top_Q_45', 'red_top_X_45', 'red_top_C_0']","{'color': 'blue_top_Q_45', 'position': 'red_left_W_45', 'orientation': 'red_top_C_0'}",['orientation'],0,orientation,red_top_C_0,1,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,0,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,549.2169099000166,551.2821784000262,,,559.9320932000119,559.9320932000119,559.9320932000119,4,0.47727809997741133,560.4334984000016,560.4334984000016,560.4334984000016,560.4334984000016,560.4334984000016,560.4334984000016,560.4334984000016,560.4334984000016,None,None,None,,,,,,,,,,549.2169099000166,549.2169099000166,None,,557.7154426000197,559.9320932000119,549.2169099000166,549.2169099000166,,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['blue_left_S_45', 'red_left_B_0', 'red_bottom_Q_45', 'red_left_C_45']","{'color': 'blue_left_S_45', 'position': 'red_bottom_Q_45', 'orientation': 'red_left_B_0'}",['color'],0,color,blue_left_S_45,1,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,0,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,560.4334984000016,562.4988050000102,,,571.349027600023,571.349027600023,571.349027600023,3,1.4443208999873605,572.8171440000006,572.8171440000006,572.8171440000006,572.8171440000006,572.8171440000006,572.8171440000006,572.8171440000006,572.8171440000006,None,None,None,,,,,,,,,,560.4334984000016,560.4334984000016,None,,569.3325555000047,571.349027600023,560.4334984000016,560.4334984000016,,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['red_top_V_0', 'red_bottom_M_45', 'blue_top_F_45', 'red_top_M_45']","{'color': 'blue_top_F_45', 'position': 'red_bottom_M_45', 'orientation': 'red_top_V_0'}",['color'],0,color,blue_top_F_45,1,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,0,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,572.8171440000006,574.8821268000174,,,583.3155570000235,583.3155570000235,583.3155570000235,3,0.6627209999714978,584.0004908000119,584.0004908000119,584.0004908000119,584.0004908000119,584.0004908000119,584.0004908000119,584.0004908000119,584.0004908000119,None,None,None,,,,,,,,,,572.8171440000006,572.8171440000006,None,,581.2830282000068,583.3155570000235,572.8171440000006,572.8171440000006,,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['blue_bottom_L_0', 'blue_right_Z_0', 'blue_bottom_X_45', 'red_bottom_F_0']","{'color': 'red_bottom_F_0', 'position': 'blue_right_Z_0', 'orientation': 'blue_bottom_X_45'}",['orientation'],0,orientation,blue_bottom_X_45,1,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,0,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,584.0004908000119,586.0495474000054,,,594.6988951000094,594.6988951000094,594.6988951000094,3,0.41519249996053986,595.1334137000085,595.1334137000085,595.1334137000085,595.1334137000085,595.1334137000085,595.1334137000085,595.1334137000085,595.1334137000085,None,None,None,,,,,,,,,,584.0004908000119,584.0004908000119,None,,592.6821053000167,594.6988951000094,584.0004908000119,584.0004908000119,,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['red_right_L_0', 'red_bottom_G_45', 'red_right_Q_45', 'blue_right_Z_45']","{'color': 'blue_right_Z_45', 'position': 'red_bottom_G_45', 'orientation': 'red_right_L_0'}",['position'],0,position,red_bottom_G_45,1,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,0,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,595.1334137000085,597.1827355000132,,,605.8155529000214,605.8155529000214,605.8155529000214,2,0.6574944999592844,606.5004658000253,606.5004658000253,606.5004658000253,606.5004658000253,606.5004658000253,606.5004658000253,606.5004658000253,606.5004658000253,None,None,None,,,,,,,,,,595.1334137000085,595.1334137000085,None,,603.7990256000194,605.8155529000214,595.1334137000085,595.1334137000085,,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['blue_right_Z_0', 'red_right_H_45', 'red_right_X_0', 'red_bottom_C_0']","{'color': 'blue_right_Z_0', 'position': 'red_bottom_C_0', 'orientation': 'red_right_H_45'}",['color'],0,color,blue_right_Z_0,1,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,0,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,606.5004658000253,608.5653787000047,,,617.3820827000018,617.3820827000018,617.3820827000018,2,2.147680499969283,619.550100100023,619.550100100023,619.550100100023,619.550100100023,619.550100100023,619.550100100023,619.550100100023,619.550100100023,None,None,None,,,,,,,,,,606.5004658000253,606.5004658000253,None,,615.1820222000242,617.3820827000018,606.5004658000253,606.5004658000253,,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['red_bottom_V_0', 'red_right_J_45', 'blue_bottom_P_45', 'red_bottom_Z_45']","{'color': 'blue_bottom_P_45', 'position': 'red_right_J_45', 'orientation': 'red_bottom_V_0'}",['position'],0,position,red_right_J_45,1,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,0,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,619.550100100023,621.6154026000004,,,630.6656166000175,630.6656166000175,630.6656166000175,2,0.38355879997834563,631.0667733000009,631.0667733000009,631.0667733000009,631.0667733000009,631.0667733000009,631.0667733000009,631.0667733000009,631.0667733000009,None,None,None,,,,,,,,,,619.550100100023,619.550100100023,None,,628.4488880000135,630.6656166000175,619.550100100023,619.550100100023,,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['red_left_H_45', 'blue_right_F_45', 'blue_left_W_45', 'blue_left_Q_0']","{'color': 'red_left_H_45', 'position': 'blue_right_F_45', 'orientation': 'blue_left_Q_0'}",['position'],0,position,blue_right_F_45,1,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,0,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,631.0667733000009,633.1320747000282,,,641.9986905000114,641.9986905000114,641.9986905000114,2,0.6358252999780234,642.6667400000151,642.6667400000151,642.6667400000151,642.6667400000151,642.6667400000151,642.6667400000151,642.6667400000151,642.6667400000151,None,None,None,,,,,,,,,,631.0667733000009,631.0667733000009,None,,639.7818990000233,641.9986905000114,631.0667733000009,631.0667733000009,,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['blue_bottom_R_45', 'red_bottom_G_45', 'blue_bottom_N_0', 'blue_top_X_45']","{'color': 'red_bottom_G_45', 'position': 'blue_top_X_45', 'orientation': 'blue_bottom_N_0'}",['orientation'],0,orientation,blue_bottom_N_0,1,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,0,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,642.6667400000151,644.7164184000285,,,653.3821420000168,653.3821420000168,653.3821420000168,3,0.3395016999565996,653.750088700006,653.750088700006,653.750088700006,653.750088700006,653.750088700006,653.750088700006,653.750088700006,653.750088700006,None,None,None,,,,,,,,,,642.6667400000151,642.6667400000151,None,,651.1656320000184,653.3821420000168,642.6667400000151,642.6667400000151,,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['red_top_C_0', 'red_bottom_R_0', 'red_bottom_V_45', 'blue_bottom_F_0']","{'color': 'blue_bottom_F_0', 'position': 'red_top_C_0', 'orientation': 'red_bottom_V_45'}",['orientation'],0,orientation,red_bottom_V_45,1,letter,1,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,0,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,653.750088700006,655.8153219000087,,,664.4656038000248,664.4656038000248,664.4656038000248,2,0.6954911999928299,665.1989383000182,669.2835986000136,665.1989383000182,669.2835986000136,665.1989383000182,669.2835986000136,665.1989383000182,669.2835986000136,14.413580246913574,3.7713158999977168,space,,,4.011591199989198,,,,,,,653.750088700006,653.750088700006,None,,662.4326193000015,664.4656038000248,653.750088700006,653.750088700006,,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['red_bottom_B_0', 'blue_bottom_X_45', 'blue_left_G_0', 'blue_bottom_J_0']","{'color': 'red_bottom_B_0', 'position': 'blue_left_G_0', 'orientation': 'blue_bottom_X_45'}","['color', 'position']",0,color,red_bottom_B_0,2,letter,1,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,0,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,674.1667354000092,676.2319991000113,,,684.865425200027,684.865425200027,684.865425200027,1,2.1693995999521576,687.0667143000173,687.0667143000173,687.0667143000173,687.0667143000173,687.0667143000173,687.0667143000173,687.0667143000173,687.0667143000173,None,None,None,,,,,,,,,,669.2835986000136,669.2835986000136,space,4.8540505999699235,682.6487634000077,684.865425200027,,,,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['blue_left_R_0', 'blue_right_H_0', 'red_right_L_0', 'blue_right_K_45']","{'color': 'red_right_L_0', 'position': 'blue_left_R_0', 'orientation': 'blue_right_K_45'}","['position', 'orientation']",0,position,blue_left_R_0,2,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,0,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,687.0667143000173,689.1322147000174,,,697.5654865000106,697.5654865000106,697.5654865000106,1,2.108643999963533,699.7000551000237,699.7000551000237,699.7000551000237,699.7000551000237,699.7000551000237,699.7000551000237,699.7000551000237,699.7000551000237,None,None,None,,,,,,,,,,687.0667143000173,687.0667143000173,None,,695.5325137000182,697.5654865000106,687.0667143000173,687.0667143000173,,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['red_left_H_0', 'red_top_R_45', 'blue_left_H_45', 'red_left_M_45']","{'color': 'blue_left_H_45', 'position': 'red_top_R_45', 'orientation': 'red_left_H_0'}","['position', 'orientation']",1,orientation,red_left_H_0,2,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,0,,,,,,,,,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,699.7000551000237,701.7497084000206,,,710.1985818000103,710.1985818000103,710.1985818000103,1,1.9224845999851823,712.1502914000012,712.1502914000012,712.1502914000012,712.1502914000012,712.1502914000012,712.1502914000012,712.1502914000012,712.1502914000012,None,None,None,,,,,,,,,,699.7000551000237,699.7000551000237,None,,708.1828361000225,710.1985818000103,699.7000551000237,699.7000551000237,,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['blue_left_Q_45', 'red_left_B_0', 'red_top_B_45', 'red_left_R_45']","{'color': 'blue_left_Q_45', 'position': 'red_top_B_45', 'orientation': 'red_left_B_0'}","['position', 'orientation']",1,orientation,red_left_B_0,2,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,0,,,,,,,,,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,712.1502914000012,714.215293300018,,,722.8487324000162,722.8487324000162,722.8487324000162,3,1.512769999972079,724.3833450000093,724.3833450000093,724.3833450000093,724.3833450000093,724.3833450000093,724.3833450000093,724.3833450000093,724.3833450000093,None,None,None,,,,,,,,,,712.1502914000012,712.1502914000012,None,,720.8327377000242,722.8487324000162,712.1502914000012,712.1502914000012,,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
