sequence,odd_ones,parameter,choices,target,target_idx,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training_sequence_loop.thisRepN,training_sequence_loop.thisTrialN,training_sequence_loop.thisN,training_sequence_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisN,sequence_loop.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_intro_text.started,training_intro_key.started,training_intro_key.keys,training_intro_key.rt,polygon.started,cue_before_text.started,training_presentation_letter.started,training_presentation_letter.stopped,recall_key.started,recall_question.started,recall_answer.started,recall_key.keys,recall_key.rt,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_intro_text.stopped,training_intro_key.stopped,polygon.stopped,cue_before_text.stopped,RSME_key.rt,training_presentation_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,presentation_movie.started,block_intro_text.stopped,block_intro_key.stopped,presentation_letter.started,presentation_letter.stopped,participant,session,date,expName,psychopyVersion,frameRate,
"['red_top_S_0', 'red_top_M_45', 'blue_top_G_45', 'red_bottom_Q_45']","{'color': 'blue_top_G_45', 'position': 'red_bottom_Q_45', 'orientation': 'red_top_S_0'}",color,['color'],blue_top_G_45,2,1,letter,4,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,17,,,,,,,,,,,,,0,87,87,87,,,,,,,,,,,,,,,,,,1868.75407239981,,,1879.4919241997413,1879.4919241997413,1879.4919241997413,3,0.33474200032651424,1879.8592900000513,1879.8592900000513,1879.8592900000513,1879.8592900000513,1879.8592900000513,1879.8592900000513,1879.8592900000513,1879.8592900000513,None,None,None,,,,1870.8248846996576,,,,,,,,1868.75407239981,1868.75407239981,None,,,1868.75407239981,1868.75407239981,1877.2709927000105,1879.4919241997413,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['red_bottom_W_0', 'red_left_Q_45', 'red_left_B_0', 'blue_left_G_0']","{'color': 'blue_left_G_0', 'position': 'red_bottom_W_0', 'orientation': 'red_left_Q_45'}",color,['color'],blue_left_G_0,3,1,letter,4,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,17,,,,,,,,,,,,,0,88,88,88,,,,,,,,,,,,,,,,,,1879.8592900000513,,,1890.1962848999538,1890.1962848999538,1890.1962848999538,4,0.40528920060023665,1890.630497599952,1890.630497599952,1890.630497599952,1890.630497599952,1890.630497599952,1890.630497599952,1890.630497599952,1890.630497599952,None,None,None,,,,1881.913426199928,,,,,,,,1879.8592900000513,1879.8592900000513,None,,,1879.8592900000513,1879.8592900000513,1888.1758876997046,1890.1962848999538,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['red_left_Q_45', 'blue_left_G_0', 'blue_top_R_45', 'blue_left_S_45']","{'color': 'red_left_Q_45', 'position': 'blue_top_R_45', 'orientation': 'blue_left_G_0'}",color,['color'],red_left_Q_45,0,1,letter,4,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,17,,,,,,,,,,,,,0,89,89,89,,,,,,,,,,,,,,,,,,1890.630497599952,,,1901.5519476998597,1901.5519476998597,1901.5519476998597,1,0.4013315001502633,1902.0195637000725,1905.7435536999255,1902.0195637000725,1905.7435536999255,1902.0195637000725,1905.7435536999255,1902.0195637000725,1905.7435536999255,23.253968253968253,2.6654827003367245,space,,,,1892.7012267997488,3.670740300323814,,,,,,,1890.630497599952,1890.630497599952,None,,,1890.630497599952,1890.630497599952,1899.5314098000526,1901.5519476998597,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['red_bottom_Z_0', 'blue_top_P_0', 'red_top_N_0', 'red_top_D_45']","{'color': 'blue_top_P_0', 'position': 'red_bottom_Z_0', 'orientation': 'red_top_D_45'}",orientation,"['color', 'orientation', 'position']",red_top_D_45,3,3,letter,4,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,17,,,,,,,,,,,,,0,90,90,90,,,,,,,,,,,,,,,,,,1906.8958022999577,,,1917.4499896997586,1917.4499896997586,1917.4499896997586,4,1.8000293001532555,1919.270209999755,1919.270209999755,1919.270209999755,1919.270209999755,1919.270209999755,1919.270209999755,1919.270209999755,1919.270209999755,None,None,None,,,,,,,,,,,,1905.7435536999255,1905.7435536999255,space,1.1304950006306171,,,,1915.229023899883,1917.4499896997586,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['red_top_R_0', 'red_bottom_X_0', 'red_bottom_P_45', 'blue_bottom_D_0']","{'color': 'blue_bottom_D_0', 'position': 'red_top_R_0', 'orientation': 'red_bottom_P_45'}",color,"['color', 'orientation', 'position']",blue_bottom_D_0,3,3,letter,4,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,17,,,,,,,,,,,,,0,91,91,91,,,,,,,,,,,,,,,,,,1919.270209999755,,,1930.0079731000587,1930.0079731000587,1930.0079731000587,4,0.9865794004872441,1931.0266168997623,1931.0266168997623,1931.0266168997623,1931.0266168997623,1931.0266168997623,1931.0266168997623,1931.0266168997623,1931.0266168997623,None,None,None,,,,1921.3409593999386,,,,,,,,1919.270209999755,1919.270209999755,None,,,1919.270209999755,1919.270209999755,1927.987453199923,1930.0079731000587,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['blue_right_H_0', 'blue_left_K_45', 'blue_left_Z_0', 'red_left_J_0']","{'color': 'red_left_J_0', 'position': 'blue_right_H_0', 'orientation': 'blue_left_K_45'}",color,"['color', 'orientation', 'position']",red_left_J_0,3,3,letter,4,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,17,,,,,,,,,,,,,0,92,92,92,,,,,,,,,,,,,,,,,,1931.0266168997623,,,1941.5807614000514,1941.5807614000514,1941.5807614000514,4,1.0529746003448963,1942.6662380998023,1942.6662380998023,1942.6662380998023,1942.6662380998023,1942.6662380998023,1942.6662380998023,1942.6662380998023,1942.6662380998023,None,None,None,,,,1933.0974599998444,,,,,,,,1931.0266168997623,1931.0266168997623,None,,,1931.0266168997623,1931.0266168997623,1939.5435637999326,1941.5807614000514,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['red_left_R_45', 'blue_bottom_V_45', 'red_bottom_B_0', 'red_bottom_X_45']","{'color': 'blue_bottom_V_45', 'position': 'red_left_R_45', 'orientation': 'red_bottom_B_0'}",orientation,"['color', 'orientation', 'position']",red_bottom_B_0,2,3,letter,4,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,17,,,,,,,,,,,,,0,93,93,93,,,,,,,,,,,,,,,,,,1942.6662380998023,,,1953.4040365000255,1953.4040365000255,1953.4040365000255,3,1.0692946002818644,1954.5062090000138,1954.5062090000138,1954.5062090000138,1954.5062090000138,1954.5062090000138,1954.5062090000138,1954.5062090000138,1954.5062090000138,None,None,None,,,,1944.7370428997092,,,,,,,,1942.6662380998023,1942.6662380998023,None,,,1942.6662380998023,1942.6662380998023,1951.3834631000645,1953.4040365000255,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['blue_left_S_0', 'blue_right_M_0', 'red_left_F_0', 'blue_left_V_45']","{'color': 'red_left_F_0', 'position': 'blue_right_M_0', 'orientation': 'blue_left_V_45'}",color,"['color', 'orientation', 'position']",red_left_F_0,2,3,letter,4,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,17,,,,,,,,,,,,,0,94,94,94,,,,,,,,,,,,,,,,,,1954.5062090000138,,,1965.461133199744,1965.461133199744,1965.461133199744,3,0.9890291006304324,1966.479808199685,1966.479808199685,1966.479808199685,1966.479808199685,1966.479808199685,1966.479808199685,1966.479808199685,1966.479808199685,None,None,None,,,,1956.5770167997107,,,,,,,,1954.5062090000138,1954.5062090000138,None,,,1954.5062090000138,1954.5062090000138,1963.240116799716,1965.461133199744,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['blue_bottom_L_45', 'red_left_R_45', 'blue_left_Z_0', 'blue_left_B_45']","{'color': 'red_left_R_45', 'position': 'blue_bottom_L_45', 'orientation': 'blue_left_Z_0'}",position,"['color', 'orientation', 'position']",blue_bottom_L_45,0,3,letter,4,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,17,,,,,,,,,,,,,0,95,95,95,,,,,,,,,,,,,,,,,,1966.479808199685,,,1977.0340768001042,1977.0340768001042,1977.0340768001042,1,2.5994407003745437,1979.6557060997002,1979.6557060997002,1979.6557060997002,1979.6557060997002,1979.6557060997002,1979.6557060997002,1979.6557060997002,1979.6557060997002,None,None,None,,,,1968.5357022997923,,,,,,,,1966.479808199685,1966.479808199685,None,,,1966.479808199685,1966.479808199685,1975.013311699964,1977.0340768001042,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['blue_left_P_45', 'blue_left_P_0', 'red_left_C_0', 'blue_top_X_0']","{'color': 'red_left_C_0', 'position': 'blue_top_X_0', 'orientation': 'blue_left_P_45'}",position,"['color', 'orientation', 'position']",blue_top_X_0,3,3,letter,4,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,17,,,,,,,,,,,,,0,96,96,96,,,,,,,,,,,,,,,,,,1979.6557060997002,,,1990.393547799904,1990.393547799904,1990.393547799904,4,1.2881501000374556,1991.7127613998018,1991.7127613998018,1991.7127613998018,1991.7127613998018,1991.7127613998018,1991.7127613998018,1991.7127613998018,1991.7127613998018,None,None,None,,,,1981.7264624997042,,,,,,,,1979.6557060997002,1979.6557060997002,None,,,1979.6557060997002,1979.6557060997002,1988.1892250999808,1990.393547799904,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['red_left_V_45', 'blue_left_X_45', 'red_top_V_45', 'red_left_W_0']","{'color': 'blue_left_X_45', 'position': 'red_top_V_45', 'orientation': 'red_left_W_0'}",orientation,"['color', 'orientation', 'position']",red_left_W_0,3,3,letter,4,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,17,,,,,,,,,,,,,0,97,97,97,,,,,,,,,,,,,,,,,,1991.7127613998018,,,2002.4338583000936,2002.4338583000936,2002.4338583000936,4,1.952055400237441,2004.404409499839,2004.404409499839,2004.404409499839,2004.404409499839,2004.404409499839,2004.404409499839,2004.404409499839,2004.404409499839,None,None,None,,,,1993.7836098000407,,,,,,,,1991.7127613998018,1991.7127613998018,None,,,1991.7127613998018,1991.7127613998018,2000.2295965999365,2002.4338583000936,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['blue_top_X_0', 'blue_right_R_45', 'red_right_C_0', 'blue_right_B_0']","{'color': 'red_right_C_0', 'position': 'blue_top_X_0', 'orientation': 'blue_right_R_45'}",position,"['color', 'orientation', 'position']",blue_top_X_0,0,3,letter,4,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,17,,,,,,,,,,,,,0,98,98,98,,,,,,,,,,,,,,,,,,2004.404409499839,,,2014.9418707001023,2014.9418707001023,2014.9418707001023,1,0.7076102001592517,2015.710024899803,2018.5656539998017,2015.710024899803,2018.5656539998017,2015.710024899803,2018.5656539998017,2015.710024899803,2018.5656539998017,25.158730158730158,2.4647674998268485,space,,,,2006.4584789997898,2.8037619004026055,,,,,,,2004.404409499839,2004.404409499839,None,,,2004.404409499839,2004.404409499839,2012.7208416997455,2014.9418707001023,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['red_left_F_45', 'red_bottom_S_45', 'blue_bottom_M_45', 'red_bottom_V_0']","{'color': 'blue_bottom_M_45', 'position': 'red_left_F_45', 'orientation': 'red_bottom_V_0'}",position,"['color', 'position']",red_left_F_45,0,2,letter,4,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,17,,,,,,,,,,,,,0,99,99,99,,,,,,,,,,,,,,,,,,2019.9183149999008,,,2030.656124399975,2030.656124399975,2030.656124399975,3,1.3056116006337106,2031.9920673999004,2031.9920673999004,2031.9920673999004,2031.9920673999004,2031.9920673999004,2031.9920673999004,2031.9920673999004,2031.9920673999004,None,None,None,,,,,,,,,,,,2018.5656539998017,2018.5656539998017,space,1.331451900769025,,,,2028.4350858996622,2030.656124399975,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['blue_top_R_45', 'red_bottom_W_45', 'blue_bottom_C_0', 'blue_bottom_N_45']","{'color': 'red_bottom_W_45', 'position': 'blue_top_R_45', 'orientation': 'blue_bottom_C_0'}",color,"['color', 'orientation']",red_bottom_W_45,1,2,letter,4,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,17,,,,,,,,,,,,,0,100,100,100,,,,,,,,,,,,,,,,,,2031.9920673999004,,,2042.5462146997452,2042.5462146997452,2042.5462146997452,2,0.4474967001006007,2043.0138149000704,2043.0138149000704,2043.0138149000704,2043.0138149000704,2043.0138149000704,2043.0138149000704,2043.0138149000704,2043.0138149000704,None,None,None,,,,2034.0461685997434,,,,,,,,2031.9920673999004,2031.9920673999004,None,,,2031.9920673999004,2031.9920673999004,2040.325215399731,2042.5462146997452,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['blue_right_Q_0', 'blue_bottom_V_0', 'red_right_X_0', 'blue_right_Z_45']","{'color': 'red_right_X_0', 'position': 'blue_bottom_V_0', 'orientation': 'blue_right_Z_45'}",color,"['color', 'position']",red_right_X_0,2,2,letter,4,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,17,,,,,,,,,,,,,0,101,101,101,,,,,,,,,,,,,,,,,,2043.0138149000704,,,2053.7515730001032,2053.7515730001032,2053.7515730001032,3,0.6575335999950767,2054.4362284000963,2054.4362284000963,2054.4362284000963,2054.4362284000963,2054.4362284000963,2054.4362284000963,2054.4362284000963,2054.4362284000963,None,None,None,,,,2045.084533599671,,,,,,,,2043.0138149000704,2043.0138149000704,None,,,2043.0138149000704,2043.0138149000704,2051.530611000024,2053.7515730001032,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['blue_top_C_45', 'red_top_Z_45', 'red_top_J_0', 'red_left_F_45']","{'color': 'blue_top_C_45', 'position': 'red_left_F_45', 'orientation': 'red_top_J_0'}",position,"['orientation', 'position']",red_left_F_45,3,2,letter,4,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,17,,,,,,,,,,,,,0,102,102,102,,,,,,,,,,,,,,,,,,2054.4362284000963,,,2065.3745360998437,2065.3745360998437,2065.3745360998437,4,0.923488000407815,2066.3263373998925,2066.3263373998925,2066.3263373998925,2066.3263373998925,2066.3263373998925,2066.3263373998925,2066.3263373998925,2066.3263373998925,None,None,None,,,,2056.5070071998052,,,,,,,,2054.4362284000963,2054.4362284000963,None,,,2054.4362284000963,2054.4362284000963,2063.1534103997983,2065.3745360998437,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['blue_right_R_0', 'red_left_Z_0', 'red_right_W_0', 'red_right_Z_45']","{'color': 'blue_right_R_0', 'position': 'red_left_Z_0', 'orientation': 'red_right_Z_45'}",position,"['orientation', 'position']",red_left_Z_0,1,2,letter,4,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,17,,,,,,,,,,,,,0,103,103,103,,,,,,,,,,,,,,,,,,2066.3263373998925,,,2077.2477990998887,2077.2477990998887,2077.2477990998887,2,1.4742373004555702,2078.750743200071,2078.750743200071,2078.750743200071,2078.750743200071,2078.750743200071,2078.750743200071,2078.750743200071,2078.750743200071,None,None,None,,,,2068.397176099941,,,,,,,,2066.3263373998925,2066.3263373998925,None,,,2066.3263373998925,2066.3263373998925,2075.227602500003,2077.2477990998887,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['red_left_X_0', 'blue_left_R_45', 'red_top_R_45', 'red_left_P_45']","{'color': 'blue_left_R_45', 'position': 'red_top_R_45', 'orientation': 'red_left_X_0'}",orientation,"['orientation', 'position']",red_left_X_0,0,2,letter,4,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,17,,,,,,,,,,,,,0,104,104,104,,,,,,,,,,,,,,,,,,2078.750743200071,,,2089.705714199692,2089.705714199692,2089.705714199692,2,0.88830880029127,2090.6241822000593,2090.6241822000593,2090.6241822000593,2090.6241822000593,2090.6241822000593,2090.6241822000593,2090.6241822000593,2090.6241822000593,None,None,None,,,,2080.821587999817,,,,,,,,2078.750743200071,2078.750743200071,None,,,2078.750743200071,2078.750743200071,2087.4847013996914,2089.705714199692,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['red_bottom_P_0', 'red_bottom_L_45', 'red_right_Z_45', 'blue_bottom_P_45']","{'color': 'blue_bottom_P_45', 'position': 'red_right_Z_45', 'orientation': 'red_bottom_P_0'}",orientation,"['color', 'orientation']",red_bottom_P_0,0,2,letter,4,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,17,,,,,,,,,,,,,0,105,105,105,,,,,,,,,,,,,,,,,,2090.6241822000593,,,2101.361970299855,2101.361970299855,2101.361970299855,2,1.8401149003766477,2103.232303599827,2103.232303599827,2103.232303599827,2103.232303599827,2103.232303599827,2103.232303599827,2103.232303599827,2103.232303599827,None,None,None,,,,2092.694964400027,,,,,,,,2090.6241822000593,2090.6241822000593,None,,,2090.6241822000593,2090.6241822000593,2099.1410018997267,2101.361970299855,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['red_left_Q_45', 'red_bottom_K_0', 'red_bottom_L_45', 'blue_bottom_P_45']","{'color': 'blue_bottom_P_45', 'position': 'red_left_Q_45', 'orientation': 'red_bottom_K_0'}",orientation,"['color', 'orientation']",red_bottom_K_0,1,2,letter,4,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,17,,,,,,,,,,,,,0,106,106,106,,,,,,,,,,,,,,,,,,2103.232303599827,,,2114.1705012000166,2114.1705012000166,2114.1705012000166,1,2.694888900499791,2116.8924998999573,2116.8924998999573,2116.8924998999573,2116.8924998999573,2116.8924998999573,2116.8924998999573,2116.8924998999573,2116.8924998999573,None,None,None,,,,2105.303108799737,,,,,,,,2103.232303599827,2103.232303599827,None,,,2103.232303599827,2103.232303599827,2112.1500144000165,2114.1705012000166,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['red_left_X_0', 'red_left_V_45', 'blue_left_S_0', 'red_top_D_0']","{'color': 'blue_left_S_0', 'position': 'red_top_D_0', 'orientation': 'red_left_V_45'}",color,"['color', 'position']",blue_left_S_0,2,2,letter,4,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,17,,,,,,,,,,,,,0,107,107,107,,,,,,,,,,,,,,,,,,2116.8924998999573,,,2128.0310798999853,2128.0310798999853,2128.0310798999853,3,0.426208000164479,2128.515435699839,2131.6215228000656,2128.515435699839,2131.6215228000656,2128.515435699839,2131.6215228000656,2128.515435699839,2131.6215228000656,28.809523809523807,2.514924599789083,space,,,,2118.9632978998125,3.0385038000531495,,,,,,,2116.8924998999573,2116.8924998999573,None,,,2116.8924998999573,2116.8924998999573,2125.8268110998906,2128.0310798999853,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['L_Torso_X_Back', 'L_Arm_X_Back', 'L_Arm_Y_For', 'R_Arm_X_Back']","{'laterality': 'R_Arm_X_Back', 'localisation': 'L_Torso_X_Back', 'movement': 'L_Arm_Y_For'}",localisation,['localisation'],L_Torso_X_Back,0,1,robot,5,True,False,"['robot_stimuli\\L_Torso_X_Back.mp4', 'robot_stimuli\\L_Arm_X_Back.mp4', 'robot_stimuli\\L_Arm_Y_For.mp4', 'robot_stimuli\\R_Arm_X_Back.mp4']",robot_stimuli\L_Torso_X_Back.mp4,17,,,,,,,,,,,,,0,108,108,108,,,,,,,,,,,,,,,,,,2134.794443299994,,,2151.7110573998652,2151.7110573998652,2151.7110573998652,1,0.8098161001689732,2152.5460441997275,2152.5460441997275,2152.5460441997275,2152.5460441997275,2152.5460441997275,2152.5460441997275,2152.5460441997275,2152.5460441997275,None,None,None,,,,,,,,,,,,2131.6215228000656,2131.6215228000656,space,3.140853099990636,2148.0705229998566,,,,,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['L_Arm_Z_For', 'L_Base_Z_For', 'R_Base_Z_For', 'L_Base_X_Back']","{'laterality': 'R_Base_Z_For', 'localisation': 'L_Arm_Z_For', 'movement': 'L_Base_X_Back'}",localisation,['localisation'],L_Arm_Z_For,0,1,robot,5,False,False,"['robot_stimuli\\L_Arm_Z_For.mp4', 'robot_stimuli\\L_Base_Z_For.mp4', 'robot_stimuli\\R_Base_Z_For.mp4', 'robot_stimuli\\L_Base_X_Back.mp4']",robot_stimuli\L_Arm_Z_For.mp4,17,,,,,,,,,,,,,0,109,109,109,,,,,,,,,,,,,,,,,,2152.5460441997275,,,2169.3958768998273,2169.3958768998273,2169.3958768998273,1,0.6295838002115488,2170.0471427999437,2170.0471427999437,2170.0471427999437,2170.0471427999437,2170.0471427999437,2170.0471427999437,2170.0471427999437,2170.0471427999437,None,None,None,,,,2154.6335152997635,,,,,,,,2152.5460441997275,2152.5460441997275,None,,2165.788770500105,2152.5460441997275,2152.5460441997275,,,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['L_Base_Z_Back', 'L_Arm_X_For', 'R_Arm_Z_Back', 'L_Arm_Z_For']","{'laterality': 'R_Arm_Z_Back', 'localisation': 'L_Base_Z_Back', 'movement': 'L_Arm_X_For'}",movement,['movement'],L_Arm_X_For,1,1,robot,5,False,False,"['robot_stimuli\\L_Base_Z_Back.mp4', 'robot_stimuli\\L_Arm_X_For.mp4', 'robot_stimuli\\R_Arm_Z_Back.mp4', 'robot_stimuli\\L_Arm_Z_For.mp4']",robot_stimuli\L_Arm_X_For.mp4,17,,,,,,,,,,,,,0,110,110,110,,,,,,,,,,,,,,,,,,2170.0471427999437,,,2186.93055499997,2186.93055499997,2186.93055499997,1,1.0548384003341198,2188.0158301997,2188.0158301997,2188.0158301997,2188.0158301997,2188.0158301997,2188.0158301997,2188.0158301997,2188.0158301997,None,None,None,,,,2172.1345584997907,,,,,,,,2170.0471427999437,2170.0471427999437,None,,2183.2898686998524,2170.0471427999437,2170.0471427999437,,,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['R_Head_Y_Back', 'R_Head_X_For', 'R_Torso_X_For', 'L_Head_X_For']","{'laterality': 'L_Head_X_For', 'localisation': 'R_Torso_X_For', 'movement': 'R_Head_Y_Back'}",laterality,['laterality'],L_Head_X_For,3,1,robot,5,False,False,"['robot_stimuli\\R_Head_Y_Back.mp4', 'robot_stimuli\\R_Head_X_For.mp4', 'robot_stimuli\\R_Torso_X_For.mp4', 'robot_stimuli\\L_Head_X_For.mp4']",robot_stimuli\L_Head_X_For.mp4,17,,,,,,,,,,,,,0,111,111,111,,,,,,,,,,,,,,,,,,2188.0158301997,,,2204.8322606999427,2204.8322606999427,2204.8322606999427,4,0.4648572001606226,2205.3165377997793,2205.3165377997793,2205.3165377997793,2205.3165377997793,2205.3165377997793,2205.3165377997793,2205.3165377997793,2205.3165377997793,None,None,None,,,,2190.1032751998864,,,,,,,,2188.0158301997,2188.0158301997,None,,2201.2586083998904,2188.0158301997,2188.0158301997,,,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
